# Pathway	28-7A-1-1_Abundance
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I|unclassified	13.1283489099
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I|g__Blautia.s__Blautia_obeum	11.3646738422
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis	623.3847436561
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	283.5066770104
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis|unclassified	78.9149204677
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	76.9990530351
PWY-5659: GDP-mannose biosynthesis	623.2226092165
PWY-5659: GDP-mannose biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	228.7035820118
PWY-5659: GDP-mannose biosynthesis|unclassified	55.6804137038
PWY-5659: GDP-mannose biosynthesis|g__Ruminococcus.s__Ruminococcus_bicirculans	10.7905329239
PWY-5659: GDP-mannose biosynthesis|g__Blautia.s__Blautia_obeum	10.7757799788
PWY-5659: GDP-mannose biosynthesis|g__Hungatella.s__Hungatella_hathewayi	2.8793583657
PWY-5659: GDP-mannose biosynthesis|g__Lachnoclostridium.s__Clostridium_clostridioforme	1.2263385507
GLUTORN-PWY: L-ornithine biosynthesis I	614.6652069455
GLUTORN-PWY: L-ornithine biosynthesis I|unclassified	160.4601363503
GLUTORN-PWY: L-ornithine biosynthesis I|g__Blautia.s__Ruminococcus_torques	59.6475451535
GLUTORN-PWY: L-ornithine biosynthesis I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	36.9687446001
GLUTORN-PWY: L-ornithine biosynthesis I|g__Blautia.s__Blautia_sp	28.3341540393
GLUTORN-PWY: L-ornithine biosynthesis I|g__Dorea.s__Dorea_longicatena	25.8850149805
GLUTORN-PWY: L-ornithine biosynthesis I|g__Blautia.s__Blautia_wexlerae	22.5604973389
GLUTORN-PWY: L-ornithine biosynthesis I|g__Gemmiger.s__Gemmiger_formicilis	16.1442694498
GLUTORN-PWY: L-ornithine biosynthesis I|g__Ruminococcus.s__Ruminococcus_bicirculans	14.0671702032
GLUTORN-PWY: L-ornithine biosynthesis I|g__Eubacterium.s__Eubacterium_eligens	11.4967325997
GLUTORN-PWY: L-ornithine biosynthesis I|g__Anaerostipes.s__Anaerostipes_hadrus	6.4256425323
GLUTORN-PWY: L-ornithine biosynthesis I|g__Blautia.s__Blautia_obeum	6.2659740351
GLUTORN-PWY: L-ornithine biosynthesis I|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	2.6742214032
PWY-6731: starch degradation III	607.7592535554
PWY-6731: starch degradation III|g__Blautia.s__Blautia_sp	36.0689010810
PWY-6731: starch degradation III|g__Blautia.s__Blautia_obeum	26.0059979909
PWY-6731: starch degradation III|g__Blautia.s__Ruminococcus_torques	22.5347594317
PWY-6731: starch degradation III|g__Blautia.s__Blautia_wexlerae	18.3714148174
PWY-6731: starch degradation III|g__Eubacterium.s__Eubacterium_hallii	6.4868074432
PWY-6731: starch degradation III|g__Agathobaculum.s__Agathobaculum_butyriciproducens	3.7661932561
RHAMCAT-PWY: L-rhamnose degradation I	606.6324837950
RHAMCAT-PWY: L-rhamnose degradation I|g__Bacteroides.s__Bacteroides_vulgatus	335.8479802521
RHAMCAT-PWY: L-rhamnose degradation I|g__Bacteroides.s__Bacteroides_ovatus	97.0319154073
RHAMCAT-PWY: L-rhamnose degradation I|unclassified	41.9464315235
RHAMCAT-PWY: L-rhamnose degradation I|g__Eubacterium.s__Eubacterium_eligens	18.3623584743
RHAMCAT-PWY: L-rhamnose degradation I|g__Asaccharobacter.s__Asaccharobacter_celatus	9.7949233063
PWY-7392: taxadiene biosynthesis (engineered)	604.8466354063
COLANSYN-PWY: colanic acid building blocks biosynthesis	603.6931745285
COLANSYN-PWY: colanic acid building blocks biosynthesis|unclassified	46.8043209917
CITRULBIO-PWY: L-citrulline biosynthesis	601.0773451275
PWY-6901: superpathway of glucose and xylose degradation	597.6085321530
NAGLIPASYN-PWY: lipid IVA biosynthesis (E. coli)	562.3312332676
NAGLIPASYN-PWY: lipid IVA biosynthesis (E. coli)|g__Bacteroides.s__Bacteroides_uniformis	304.7535716163
PWY-8073: lipid IVA biosynthesis (P. putida)	562.3312332676
PWY-8073: lipid IVA biosynthesis (P. putida)|g__Bacteroides.s__Bacteroides_uniformis	304.7535716163
PWY-8178: pentose phosphate pathway (non-oxidative branch) II	552.9093296542
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Blautia.s__Ruminococcus_torques	90.8957085985
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|unclassified	36.5983941932
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Blautia.s__Blautia_sp	36.1229520990
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Blautia.s__Blautia_wexlerae	21.7044939250
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Eubacterium.s__Eubacterium_eligens	18.1830248764
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Eubacterium.s__Eubacterium_hallii	15.7469135351
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Blautia.s__Blautia_obeum	15.6345223143
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Anaerostipes.s__Anaerostipes_hadrus	9.1691815525
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Roseburia.s__Roseburia_faecis	4.8790092288
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	3.6658137325
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Dorea.s__Dorea_longicatena	1.3432952761
PWY-4984: urea cycle	550.9718358455
PWY-6902: chitin degradation II (Vibrio)	537.1142280741
PWY-6902: chitin degradation II (Vibrio)|g__Bacteroides.s__Bacteroides_uniformis	351.1915773036
PWY-6902: chitin degradation II (Vibrio)|g__Bacteroides.s__Bacteroides_vulgatus	150.9386631788
PWY-6902: chitin degradation II (Vibrio)|unclassified	20.3633364283
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	535.2825328799
HSERMETANA-PWY: L-methionine biosynthesis III	523.5447366380
HSERMETANA-PWY: L-methionine biosynthesis III|unclassified	115.1787528749
HSERMETANA-PWY: L-methionine biosynthesis III|g__Dorea.s__Dorea_longicatena	52.5418248659
HSERMETANA-PWY: L-methionine biosynthesis III|g__Blautia.s__Ruminococcus_torques	33.0293267604
HSERMETANA-PWY: L-methionine biosynthesis III|g__Blautia.s__Blautia_sp	31.1531670384
HSERMETANA-PWY: L-methionine biosynthesis III|g__Ruminococcus.s__Ruminococcus_bicirculans	18.9184837290
HSERMETANA-PWY: L-methionine biosynthesis III|g__Blautia.s__Blautia_wexlerae	16.0331532860
HSERMETANA-PWY: L-methionine biosynthesis III|g__Anaerostipes.s__Anaerostipes_hadrus	12.6028171366
HSERMETANA-PWY: L-methionine biosynthesis III|g__Eubacterium.s__Eubacterium_eligens	12.3699651852
PENTOSE-P-PWY: pentose phosphate pathway	494.9299060063
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)	490.0892781211
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|unclassified	53.5449222450
PWY-621: sucrose degradation III (sucrose invertase)	466.1684022866
PWY-621: sucrose degradation III (sucrose invertase)|g__Bacteroides.s__Bacteroides_ovatus	85.6700676911
PWY-621: sucrose degradation III (sucrose invertase)|g__Ruminococcus.s__Ruminococcus_bicirculans	17.1876084807
PWY-621: sucrose degradation III (sucrose invertase)|g__Anaerostipes.s__Anaerostipes_hadrus	11.3875069236
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV	459.8447508024
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV|unclassified	12.5638694902
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I	459.4096818684
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Blautia.s__Ruminococcus_torques	72.3953530598
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|unclassified	31.6554270725
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Blautia.s__Blautia_sp	25.5922640747
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Eubacterium.s__Eubacterium_hallii	20.5166173198
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Eubacterium.s__Eubacterium_eligens	16.2842337175
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Blautia.s__Blautia_obeum	14.6545831840
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Anaerostipes.s__Anaerostipes_hadrus	11.5728112073
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Blautia.s__Blautia_wexlerae	11.5174834715
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	7.4629968999
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Roseburia.s__Roseburia_faecis	6.7263518307
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Dorea.s__Dorea_longicatena	0.7239910570
PWY-5384: sucrose degradation IV (sucrose phosphorylase)	454.5851113583
PWY-5384: sucrose degradation IV (sucrose phosphorylase)|g__Bacteroides.s__Bacteroides_ovatus	89.0481047298
PWY-5384: sucrose degradation IV (sucrose phosphorylase)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	27.4607948896
PWY-5384: sucrose degradation IV (sucrose phosphorylase)|g__Anaerostipes.s__Anaerostipes_hadrus	7.6917227971
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)	444.6926854116
GLYCOCAT-PWY: glycogen degradation I	440.9834323008
PWY-7456: &beta;-(1,4)-mannan degradation	439.3467788052
PWY-5505: L-glutamate and L-glutamine biosynthesis	434.5739383452
PWY-5505: L-glutamate and L-glutamine biosynthesis|unclassified	23.7745805225
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)	424.5757865109
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Eggerthella.s__Eggerthella_lenta	5.3455725040
PWY-6527: stachyose degradation	420.1980797939
PWY-6527: stachyose degradation|g__Blautia.s__Ruminococcus_torques	58.6705381622
PWY-6527: stachyose degradation|g__Blautia.s__Blautia_obeum	49.7958093750
PWY-6527: stachyose degradation|unclassified	32.7832987579
PWY-6527: stachyose degradation|g__Blautia.s__Blautia_wexlerae	32.5531075409
PWY-6527: stachyose degradation|g__Ruminococcus.s__Ruminococcus_bicirculans	9.7413869761
PWY-6527: stachyose degradation|g__Dorea.s__Dorea_longicatena	9.3566142437
PWY-6527: stachyose degradation|g__Lachnoclostridium.s__Clostridium_clostridioforme	3.3390135168
PWY-6527: stachyose degradation|g__Hungatella.s__Hungatella_hathewayi	2.6146434936
PWY-6527: stachyose degradation|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	2.0982386870
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)	412.2277722693
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)|unclassified	59.8032251442
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I	396.7419759038
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Blautia.s__Ruminococcus_torques	66.4175818135
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Blautia.s__Blautia_obeum	17.2080085539
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|unclassified	14.7688174656
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Dorea.s__Dorea_longicatena	11.0317582526
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Anaerostipes.s__Anaerostipes_hadrus	6.9714894334
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Roseburia.s__Roseburia_faecis	4.4749821849
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Agathobaculum.s__Agathobaculum_butyriciproducens	4.0813681763
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	1.0045490894
PWY-5100: pyruvate fermentation to acetate and lactate II	396.7419759038
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Blautia.s__Ruminococcus_torques	66.4175818135
PWY-5100: pyruvate fermentation to acetate and lactate II|unclassified	19.1654089810
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Blautia.s__Blautia_obeum	17.2080085539
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Dorea.s__Dorea_longicatena	11.0317582526
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Anaerostipes.s__Anaerostipes_hadrus	9.4884796486
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Roseburia.s__Roseburia_faecis	4.4749821849
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Agathobaculum.s__Agathobaculum_butyriciproducens	4.0813681763
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	1.0045490894
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	380.3499103094
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Dialister.s__Dialister_invisus	32.3689934481
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|unclassified	7.4594740620
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Bilophila.s__Bilophila_wadsworthia	4.8194221248
PWY-7345: superpathway of anaerobic sucrose degradation	378.9001058832
PWY-6628: superpathway of L-phenylalanine biosynthesis	378.7858553944
PWY-6628: superpathway of L-phenylalanine biosynthesis|unclassified	118.2465631072
PWY-6823: molybdopterin biosynthesis	374.7657571537
PWY-6823: molybdopterin biosynthesis|g__Blautia.s__Ruminococcus_torques	67.0781234803
PWY-6823: molybdopterin biosynthesis|g__Blautia.s__Blautia_obeum	64.3471698402
PWY-6823: molybdopterin biosynthesis|unclassified	54.1220265306
PWY-6823: molybdopterin biosynthesis|g__Blautia.s__Blautia_sp	42.5307952545
PWY-6823: molybdopterin biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	22.2585990543
PWY-6823: molybdopterin biosynthesis|g__Eggerthella.s__Eggerthella_lenta	9.8897651034
PWY-6823: molybdopterin biosynthesis|g__Eubacterium.s__Eubacterium_hallii	8.9299564589
PWY-6823: molybdopterin biosynthesis|g__Blautia.s__Blautia_wexlerae	7.6994980372
PWY-6823: molybdopterin biosynthesis|g__Anaerostipes.s__Anaerostipes_hadrus	6.9007148425
PWY-6823: molybdopterin biosynthesis|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	3.7799259726
PWY-6823: molybdopterin biosynthesis|g__Roseburia.s__Roseburia_faecis	2.2252810975
PWY-6305: superpathway of putrescine biosynthesis	357.0495333006
GLUCONEO-PWY: gluconeogenesis I	341.1608667095
GLUCONEO-PWY: gluconeogenesis I|unclassified	89.1886037691
PWY-6936: seleno-amino acid biosynthesis (plants)	334.8719994274
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Blautia.s__Ruminococcus_torques	24.7947701149
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Eubacterium.s__Eubacterium_eligens	18.3066478266
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Anaerostipes.s__Anaerostipes_hadrus	17.0938327202
PWY-6936: seleno-amino acid biosynthesis (plants)|unclassified	13.4287720850
PWY-6630: superpathway of L-tyrosine biosynthesis	332.5913406877
PWY-6630: superpathway of L-tyrosine biosynthesis|unclassified	117.7526173305
PWY-6859: all-trans-farnesol biosynthesis	325.0331636139
PWY-6807: xyloglucan degradation II (exoglucanase)	315.9382266205
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	307.0359043304
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	32.6847141243
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|g__Blautia.s__Blautia_obeum	12.8108214274
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|unclassified	7.7166474973
PWY-2941: L-lysine biosynthesis II	304.8781950330
PWY-7234: inosine-5'-phosphate biosynthesis III	301.8464189937
PWY-7234: inosine-5'-phosphate biosynthesis III|unclassified	195.6656866104
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	291.2327305318
PWY-5971: palmitate biosynthesis (type II fatty acid synthase)	280.2601891810
PWY66-399: gluconeogenesis III	279.7470408513
PWY66-399: gluconeogenesis III|unclassified	45.5639486003
FASYN-ELONG-PWY: fatty acid elongation -- saturated	273.9127489069
FASYN-ELONG-PWY: fatty acid elongation -- saturated|g__Alistipes.s__Alistipes_finegoldii	21.7041791083
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	270.5934685368
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Dialister.s__Dialister_invisus	36.2874594724
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Blautia.s__Blautia_sp	27.3101468310
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Blautia.s__Ruminococcus_torques	25.8827692250
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Blautia.s__Blautia_wexlerae	22.8487383339
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Ruminococcus.s__Ruminococcus_bicirculans	14.0740770939
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Eubacterium.s__Eubacterium_eligens	10.9241004157
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|unclassified	8.3668683037
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_hadrus	7.7069937426
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_56	6.1631987503
GLYCOLYSIS-E-D: superpathway of glycolysis and the Entner-Doudoroff pathway	262.7348014788
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation	258.2151961953
PWY0-1261: anhydromuropeptides recycling I	254.9683892856
P441-PWY: superpathway of N-acetylneuraminate degradation	251.7030999954
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	250.7295002722
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Dialister.s__Dialister_invisus	39.4080178575
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Ruminococcus.s__Ruminococcus_bicirculans	22.5945933491
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_124	11.6982012405
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Eggerthella.s__Eggerthella_lenta	5.9789379082
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Bilophila.s__Bilophila_wadsworthia	4.8663716881
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Parasutterella.s__Parasutterella_excrementihominis	4.6175677359
PWY-6519: 8-amino-7-oxononanoate biosynthesis I	250.0973920968
PWY-7664: oleate biosynthesis IV (anaerobic)	244.8624767760
PWY-7664: oleate biosynthesis IV (anaerobic)|g__Alistipes.s__Alistipes_finegoldii	19.2665686365
METH-ACETATE-PWY: methanogenesis from acetate	232.8774364167
METH-ACETATE-PWY: methanogenesis from acetate|g__Blautia.s__Ruminococcus_torques	37.5033754569
METH-ACETATE-PWY: methanogenesis from acetate|g__Blautia.s__Blautia_wexlerae	16.4130570709
METH-ACETATE-PWY: methanogenesis from acetate|g__Blautia.s__Blautia_obeum	15.7228596549
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation	225.5799281993
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	19.4906439306
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation|unclassified	14.1705627997
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	220.5944138154
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis|unclassified	26.2180300334
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis|g__Blautia.s__Ruminococcus_torques	21.4032465299
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis|g__Lachnoclostridium.s__Clostridium_clostridioforme	3.8692942144
PWY-6608: guanosine nucleotides degradation III	220.4892479920
PWY-6608: guanosine nucleotides degradation III|g__Blautia.s__Ruminococcus_torques	65.8675199920
PWY-6608: guanosine nucleotides degradation III|g__Blautia.s__Blautia_obeum	18.0696764074
PWY-6608: guanosine nucleotides degradation III|g__Blautia.s__Blautia_wexlerae	15.7630847091
PWY-6608: guanosine nucleotides degradation III|unclassified	9.7917013041
PWY-6608: guanosine nucleotides degradation III|g__Anaerostipes.s__Anaerostipes_hadrus	9.5962568841
PWY-6608: guanosine nucleotides degradation III|g__Lachnoclostridium.s__Clostridium_clostridioforme	1.0647151118
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	215.4194192892
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)|g__Alistipes.s__Alistipes_finegoldii	16.8073425481
PWY-8004: Entner-Doudoroff pathway I	215.3547532976
PWY-5989: stearate biosynthesis II (bacteria and plants)	214.9714985242
PWY-5989: stearate biosynthesis II (bacteria and plants)|g__Alistipes.s__Alistipes_finegoldii	16.0775984666
PWY0-862: (5Z)-dodecenoate biosynthesis I	214.5265208449
PWY0-862: (5Z)-dodecenoate biosynthesis I|g__Alistipes.s__Alistipes_finegoldii	16.7572167535
PWY-7761: NAD salvage pathway II (PNC IV cycle)	207.3910141290
PWY-7761: NAD salvage pathway II (PNC IV cycle)|unclassified	9.9487457974
PWY-6292: superpathway of L-cysteine biosynthesis (mammalian)	186.2933959681
PWY-6292: superpathway of L-cysteine biosynthesis (mammalian)|unclassified	31.6244138877
P164-PWY: purine nucleobases degradation I (anaerobic)	173.3061849880
P164-PWY: purine nucleobases degradation I (anaerobic)|unclassified	7.7282025663
P164-PWY: purine nucleobases degradation I (anaerobic)|g__Hungatella.s__Hungatella_hathewayi	4.5096849763
PWY-7242: D-fructuronate degradation	171.6611814464
PWY-7242: D-fructuronate degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	28.1460660167
PWY-7242: D-fructuronate degradation|unclassified	20.6571608070
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)	168.5247574156
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)|g__Blautia.s__Ruminococcus_torques	51.2187884610
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)|g__Anaerostipes.s__Anaerostipes_hadrus	8.9960548764
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)|unclassified	5.8139621675
FUCCAT-PWY: fucose degradation	167.0396912540
FUCCAT-PWY: fucose degradation|g__Blautia.s__Ruminococcus_torques	41.1730500174
PPGPPMET-PWY: ppGpp metabolism	164.3584699486
PPGPPMET-PWY: ppGpp metabolism|unclassified	21.2948540044
PWY-7356: thiamine diphosphate salvage IV (yeast)	149.4307087259
PWY-7356: thiamine diphosphate salvage IV (yeast)|unclassified	30.7228755773
PWY-702: L-methionine biosynthesis II	136.3209698343
PWY-702: L-methionine biosynthesis II|g__Blautia.s__Ruminococcus_torques	25.7612174608
PWY-702: L-methionine biosynthesis II|unclassified	5.3532219260
GALACTUROCAT-PWY: D-galacturonate degradation I	125.8956810800
GALACTUROCAT-PWY: D-galacturonate degradation I|unclassified	65.4681937352
GALACTUROCAT-PWY: D-galacturonate degradation I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	33.0128563351
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation	110.6965231535
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation|unclassified	12.9009070107
PWY-6895: superpathway of thiamine diphosphate biosynthesis II	102.2814191812
FERMENTATION-PWY: mixed acid fermentation	98.7950140526
FERMENTATION-PWY: mixed acid fermentation|unclassified	41.8890890755
PWY-5005: biotin biosynthesis II	98.1248599693
PWY-5005: biotin biosynthesis II|g__Blautia.s__Ruminococcus_torques	4.0044668165
PWY-5497: purine nucleobases degradation II (anaerobic)	91.1889283701
PWY-5497: purine nucleobases degradation II (anaerobic)|unclassified	11.5823831909
PWY-6531: mannitol cycle	84.0220428289
PWY-5676: acetyl-CoA fermentation to butanoate II	79.9708833454
PWY-5676: acetyl-CoA fermentation to butanoate II|g__Anaerostipes.s__Anaerostipes_hadrus	11.8965584079
PWY-6353: purine nucleotides degradation II (aerobic)	78.4416412188
PWY-6353: purine nucleotides degradation II (aerobic)|unclassified	13.1533107555
PWY-6353: purine nucleotides degradation II (aerobic)|g__Blautia.s__Ruminococcus_torques	12.8995173204
PWY-7013: (S)-propane-1,2-diol degradation	74.0296506127
PWY-7013: (S)-propane-1,2-diol degradation|g__Eubacterium.s__Eubacterium_hallii	20.4437565565
PWY0-1479: tRNA processing	69.8039918880
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	68.7241515292
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	28.6100363160
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|unclassified	20.8884805578
PWY-6969: TCA cycle V (2-oxoglutarate synthase)	65.9626402545
PWY-6969: TCA cycle V (2-oxoglutarate synthase)|unclassified	14.2933550670
PWY-6906: chitin derivatives degradation	65.4528758824
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate	63.6011947625
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|g__Anaerostipes.s__Anaerostipes_hadrus	19.6287200746
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|unclassified	11.8224919505
PWY66-409: superpathway of purine nucleotide salvage	63.2164888493
PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)	62.2933612450
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation	61.2315193164
PWY-8131: 5'-deoxyadenosine degradation II	59.8937068469
PWY-8131: 5'-deoxyadenosine degradation II|unclassified	10.5255013984
GLUDEG-I-PWY: GABA shunt	55.1473196626
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)	51.6033011661
PWY-1861: formaldehyde assimilation II (assimilatory RuMP Cycle)	49.5283076301
PWY-1861: formaldehyde assimilation II (assimilatory RuMP Cycle)|unclassified	17.7566538720
PWY-1861: formaldehyde assimilation II (assimilatory RuMP Cycle)|g__Anaerostipes.s__Anaerostipes_hadrus	11.8155302484
PWY-7992: superpathway of menaquinol-8 biosynthesis III	48.5120547697
CENTFERM-PWY: pyruvate fermentation to butanoate	47.5559216625
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)	44.1100931852
PWY-5838: superpathway of menaquinol-8 biosynthesis I	43.9273382440
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis	43.6193507456
PWY-6606: guanosine nucleotides degradation II	42.5010747105
PWY-6606: guanosine nucleotides degradation II|unclassified	6.5388117497
PWY-6606: guanosine nucleotides degradation II|g__Blautia.s__Ruminococcus_torques	6.3123836737
GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol	39.3634358407
