# Pathway	33-6-2_Abundance
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)|g__Anaerostipes.s__Anaerostipes_hadrus	24.0311964358
PWY0-1261: anhydromuropeptides recycling I	226.1382382568
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	221.1558057787
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|unclassified	5.9725551989
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|g__Blautia.s__Blautia_obeum	4.6046030275
PWY-702: L-methionine biosynthesis II	215.8647348911
PWY-702: L-methionine biosynthesis II|g__Blautia.s__Ruminococcus_torques	47.9518981322
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	210.8952822645
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	34.5377983682
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_ovatus	19.4694138298
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Eggerthella.s__Eggerthella_lenta	17.5142525005
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|unclassified	2.4347136010
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	210.8952822645
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	34.5377983682
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_ovatus	19.4694138298
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Eggerthella.s__Eggerthella_lenta	17.5142525005
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|unclassified	2.4347136010
RHAMCAT-PWY: L-rhamnose degradation I	208.4430191350
RHAMCAT-PWY: L-rhamnose degradation I|unclassified	41.7854145926
RHAMCAT-PWY: L-rhamnose degradation I|g__Bacteroides.s__Bacteroides_vulgatus	19.4484200299
RHAMCAT-PWY: L-rhamnose degradation I|g__Bacteroides.s__Bacteroides_ovatus	17.7049170630
RHAMCAT-PWY: L-rhamnose degradation I|g__Asaccharobacter.s__Asaccharobacter_celatus	12.4024354214
RHAMCAT-PWY: L-rhamnose degradation I|g__Blautia.s__Ruminococcus_torques	10.3999914415
RHAMCAT-PWY: L-rhamnose degradation I|g__Eubacterium.s__Eubacterium_eligens	4.4273839873
PWY-5505: L-glutamate and L-glutamine biosynthesis	204.8737237372
PWY-5659: GDP-mannose biosynthesis	187.5352481463
PWY-5659: GDP-mannose biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	14.1470750273
PWY-5659: GDP-mannose biosynthesis|g__Blautia.s__Blautia_obeum	9.3950889255
PWY-5659: GDP-mannose biosynthesis|g__Ruminococcus.s__Ruminococcus_bicirculans	8.6529933345
PWY-5659: GDP-mannose biosynthesis|g__Lachnoclostridium.s__Clostridium_clostridioforme	6.3845050767
PWY-5659: GDP-mannose biosynthesis|unclassified	6.3468746453
PWY-5659: GDP-mannose biosynthesis|g__Hungatella.s__Hungatella_hathewayi	1.1368970032
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	187.1373995524
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Dialister.s__Dialister_invisus	76.0983918232
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Eggerthella.s__Eggerthella_lenta	16.7665264153
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Asaccharobacter.s__Asaccharobacter_celatus	5.2383196784
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|unclassified	2.3219262414
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	1.9584588544
PPGPPMET-PWY: ppGpp metabolism	185.8846500039
PPGPPMET-PWY: ppGpp metabolism|unclassified	6.5803446180
ARGININE-SYN4-PWY: L-ornithine biosynthesis II	176.5735829161
ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Bacteroides.s__Bacteroides_uniformis	71.4644729207
ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	17.9417792984
ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Bacteroides.s__Bacteroides_ovatus	16.2119608629
PWY-5384: sucrose degradation IV (sucrose phosphorylase)	170.7712759011
PWY-5384: sucrose degradation IV (sucrose phosphorylase)|g__Anaerostipes.s__Anaerostipes_hadrus	31.1421253620
PWY-5384: sucrose degradation IV (sucrose phosphorylase)|g__Bacteroides.s__Bacteroides_ovatus	13.3080157360
PWY-621: sucrose degradation III (sucrose invertase)	169.7266388826
PWY-621: sucrose degradation III (sucrose invertase)|g__Anaerostipes.s__Anaerostipes_hadrus	34.1351513695
PWY-621: sucrose degradation III (sucrose invertase)|g__Ruminococcus.s__Ruminococcus_bicirculans	16.2373504352
PWY-621: sucrose degradation III (sucrose invertase)|g__Bacteroides.s__Bacteroides_ovatus	14.9651715774
PWY-621: sucrose degradation III (sucrose invertase)|g__Lachnoclostridium.s__Clostridium_clostridioforme	5.6205188676
PWY-621: sucrose degradation III (sucrose invertase)|g__Streptococcus.s__Streptococcus_vestibularis	1.5403477171
PWY-621: sucrose degradation III (sucrose invertase)|g__Hungatella.s__Hungatella_hathewayi	1.4769471295
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	160.2263242311
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage|g__Bacteroides.s__Bacteroides_uniformis	57.7080119075
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage|g__Bacteroides.s__Bacteroides_ovatus	21.4689321480
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage|unclassified	13.9136867593
PWY-1861: formaldehyde assimilation II (assimilatory RuMP Cycle)	159.4338258355
PWY-1861: formaldehyde assimilation II (assimilatory RuMP Cycle)|g__Anaerostipes.s__Anaerostipes_hadrus	43.5917602929
PWY-1861: formaldehyde assimilation II (assimilatory RuMP Cycle)|unclassified	34.9676203916
GLYCOLYSIS-E-D: superpathway of glycolysis and the Entner-Doudoroff pathway	152.6856783809
FUCCAT-PWY: fucose degradation	151.0418910381
FUCCAT-PWY: fucose degradation|g__Blautia.s__Ruminococcus_torques	82.1471362188
PWY-7456: &beta;-(1,4)-mannan degradation	149.2387993251
PWY-7456: &beta;-(1,4)-mannan degradation|unclassified	6.5802525062
GLYCOCAT-PWY: glycogen degradation I	146.0656122330
PWY-6353: purine nucleotides degradation II (aerobic)	145.0630528875
PWY-6353: purine nucleotides degradation II (aerobic)|g__Blautia.s__Ruminococcus_torques	21.6234570451
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate	142.0677351464
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|g__Anaerostipes.s__Anaerostipes_hadrus	52.4074169492
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|unclassified	25.2902133087
HISDEG-PWY: L-histidine degradation I	140.1754198994
HISDEG-PWY: L-histidine degradation I|g__Bacteroides.s__Bacteroides_uniformis	59.1508025037
HISDEG-PWY: L-histidine degradation I|unclassified	31.0314843701
HISDEG-PWY: L-histidine degradation I|g__Bacteroides.s__Bacteroides_ovatus	18.2113312406
HISDEG-PWY: L-histidine degradation I|g__Bacteroides.s__Bacteroides_vulgatus	14.7888232137
HISDEG-PWY: L-histidine degradation I|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_124	4.1740257556
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	138.7867056488
PWY-5030: L-histidine degradation III	138.3156021766
PWY-5030: L-histidine degradation III|g__Bacteroides.s__Bacteroides_uniformis	67.3039567636
PWY-5030: L-histidine degradation III|unclassified	26.1187635921
PWY-5030: L-histidine degradation III|g__Bacteroides.s__Bacteroides_ovatus	16.6952188741
PWY-5030: L-histidine degradation III|g__Bacteroides.s__Bacteroides_vulgatus	15.7704697803
PWY-5005: biotin biosynthesis II	135.3278604251
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)	132.5751096894
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)|unclassified	0.8107055661
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)	126.4664133132
PWY-5676: acetyl-CoA fermentation to butanoate II	125.1176297350
PWY-5676: acetyl-CoA fermentation to butanoate II|g__Anaerostipes.s__Anaerostipes_hadrus	41.0879356134
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I	121.5713276990
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	58.5141373249
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	19.5958988996
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I|unclassified	11.1742806926
PWY-8004: Entner-Doudoroff pathway I	120.5815801352
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis	119.8463117732
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	56.6791445504
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	19.5902863461
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis|unclassified	11.2277031267
PWY-5497: purine nucleobases degradation II (anaerobic)	116.5030613418
PWY-7392: taxadiene biosynthesis (engineered)	109.5969927914
GLUDEG-I-PWY: GABA shunt	108.9720281432
PWY-2941: L-lysine biosynthesis II	108.0988384631
PWY-2941: L-lysine biosynthesis II|unclassified	34.9951577852
PWY-6902: chitin degradation II (Vibrio)	102.1499223944
PWY-6902: chitin degradation II (Vibrio)|g__Bacteroides.s__Bacteroides_uniformis	95.2691360178
GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol	101.9528691877
GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol|g__Anaerostipes.s__Anaerostipes_hadrus	24.4434799764
GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol|g__Blautia.s__Ruminococcus_torques	7.3150011283
GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol|unclassified	4.7265689314
PWY-5022: 4-aminobutanoate degradation V	98.3031335963
NAGLIPASYN-PWY: lipid IVA biosynthesis (E. coli)	92.3600595750
NAGLIPASYN-PWY: lipid IVA biosynthesis (E. coli)|g__Bacteroides.s__Bacteroides_uniformis	60.6149113921
PWY-8073: lipid IVA biosynthesis (P. putida)	92.3600595750
PWY-8073: lipid IVA biosynthesis (P. putida)|g__Bacteroides.s__Bacteroides_uniformis	60.6149113921
PWY66-409: superpathway of purine nucleotide salvage	90.5764801912
FERMENTATION-PWY: mixed acid fermentation	89.7351906917
FERMENTATION-PWY: mixed acid fermentation|unclassified	21.5486974608
PWY-6292: superpathway of L-cysteine biosynthesis (mammalian)	88.0356506483
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation	88.0185180874
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)	85.4369096480
PWY-7013: (S)-propane-1,2-diol degradation	85.1600241932
PWY-7013: (S)-propane-1,2-diol degradation|g__Eubacterium.s__Eubacterium_hallii	33.8829897586
PWY-6606: guanosine nucleotides degradation II	84.3530593413
PWY-6606: guanosine nucleotides degradation II|g__Blautia.s__Ruminococcus_torques	10.7044749140
PWY-8131: 5'-deoxyadenosine degradation II	84.2685404103
PWY-8131: 5'-deoxyadenosine degradation II|g__Lachnoclostridium.s__Clostridium_clostridioforme	5.6944828601
PWY-8131: 5'-deoxyadenosine degradation II|unclassified	5.1682305001
PWY-8131: 5'-deoxyadenosine degradation II|g__Hungatella.s__Hungatella_hathewayi	2.1093888943
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation	82.9601245651
PWY-4041: &gamma;-glutamyl cycle	77.1316911275
PWY-4041: &gamma;-glutamyl cycle|unclassified	8.3673418177
SALVADEHYPOX-PWY: adenosine nucleotides degradation II	76.7368229886
SALVADEHYPOX-PWY: adenosine nucleotides degradation II|g__Anaerostipes.s__Anaerostipes_hadrus	26.9799197944
SALVADEHYPOX-PWY: adenosine nucleotides degradation II|unclassified	14.0414664634
SALVADEHYPOX-PWY: adenosine nucleotides degradation II|g__Blautia.s__Ruminococcus_torques	10.9086488508
PWY-7356: thiamine diphosphate salvage IV (yeast)	74.5383584146
PWY-7356: thiamine diphosphate salvage IV (yeast)|unclassified	15.5195281568
PWY-5838: superpathway of menaquinol-8 biosynthesis I	71.3247962808
CITRULBIO-PWY: L-citrulline biosynthesis	69.5007575162
CITRULBIO-PWY: L-citrulline biosynthesis|unclassified	12.0425513355
RUMP-PWY: formaldehyde oxidation I	66.7204236494
PWY-5897: superpathway of menaquinol-11 biosynthesis	65.4489201944
PWY-5898: superpathway of menaquinol-12 biosynthesis	65.4489201944
PWY-5899: superpathway of menaquinol-13 biosynthesis	65.4489201944
CENTFERM-PWY: pyruvate fermentation to butanoate	64.5413945799
PWY-6807: xyloglucan degradation II (exoglucanase)	63.0988862979
LACTOSECAT-PWY: lactose and galactose degradation I	60.0982716329
LACTOSECAT-PWY: lactose and galactose degradation I|g__Anaerostipes.s__Anaerostipes_hadrus	31.4499383606
PWY0-1479: tRNA processing	59.2277821918
DAPLYSINESYN-PWY: L-lysine biosynthesis I	58.8175778127
GALACTITOLCAT-PWY: galactitol degradation	57.5976185406
GALACTITOLCAT-PWY: galactitol degradation|g__Anaerostipes.s__Anaerostipes_hadrus	39.2714986247
PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis I	51.5484735930
PWY-6969: TCA cycle V (2-oxoglutarate synthase)	49.5391414739
PWY-6969: TCA cycle V (2-oxoglutarate synthase)|unclassified	8.1220483634
PWY-6859: all-trans-farnesol biosynthesis	46.4005055895
PWY-6906: chitin derivatives degradation	45.2357932709
PWY1ZNC-1: assimilatory sulfate reduction IV	44.4239409602
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis	42.7529741174
PWY-6549: L-glutamine biosynthesis III	42.1331510548
PWY-6895: superpathway of thiamine diphosphate biosynthesis II	41.1986630518
PWY0-1477: ethanolamine utilization	40.6838154382
PWY0-1477: ethanolamine utilization|g__Blautia.s__Blautia_obeum	18.6113979905
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation	40.5039478601
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation|unclassified	11.8790922875
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	36.3371757047
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Blautia.s__Ruminococcus_torques	30.0409577183
PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance)	35.8446387905
GALACTUROCAT-PWY: D-galacturonate degradation I	35.4786225096
GALACTUROCAT-PWY: D-galacturonate degradation I|unclassified	9.2527456937
PWY-7234: inosine-5'-phosphate biosynthesis III	34.1801971536
PWY-7234: inosine-5'-phosphate biosynthesis III|unclassified	31.0991535640
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	33.6663389926
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	31.4411112614
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation	30.9084136518
PWY-4984: urea cycle	30.7869118603
PWY-4984: urea cycle|unclassified	10.1457776193
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	29.9058632322
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|unclassified	20.5570855044
PWY-6588: pyruvate fermentation to acetone	29.7629708486
PWY-6588: pyruvate fermentation to acetone|unclassified	5.6100100717
PWY-7242: D-fructuronate degradation	29.4880864135
PWY-7242: D-fructuronate degradation|unclassified	22.3740004308
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type	28.8305031536
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)	27.6472301854
PWY-5690: TCA cycle II (plants and fungi)	27.0891832386
PWY-5837: 2-carboxy-1,4-naphthoquinol biosynthesis	26.5511893724
PWY-6531: mannitol cycle	26.1907404892
PYRIDNUCSAL-PWY: NAD salvage pathway I (PNC VI cycle)	24.7205633704
PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type	24.4985858194
PWY-6305: superpathway of putrescine biosynthesis	24.0657260677
PWY-6305: superpathway of putrescine biosynthesis|unclassified	6.6588450627
PWY-5971: palmitate biosynthesis (type II fatty acid synthase)	23.5681776780
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	22.9897534310
P161-PWY: acetylene degradation (anaerobic)	22.8584210680
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I	22.0919803087
PWY-5130: 2-oxobutanoate degradation I	21.4171133453
GALACTARDEG-PWY: D-galactarate degradation I	20.8690311307
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation	20.8690311307
FASYN-ELONG-PWY: fatty acid elongation -- saturated	20.0803091172
PWY-7315: dTDP-N-acetylthomosamine biosynthesis	18.7816757169
PWY-7315: dTDP-N-acetylthomosamine biosynthesis|g__Asaccharobacter.s__Asaccharobacter_celatus	8.4086846686
PWY-6519: 8-amino-7-oxononanoate biosynthesis I	18.3814037914
PWY3O-4107: NAD salvage pathway V (PNC V cycle)	18.3381943353
PWY-5981: CDP-diacylglycerol biosynthesis III	18.2240240245
METHGLYUT-PWY: superpathway of methylglyoxal degradation	17.8433796789
PWY-7664: oleate biosynthesis IV (anaerobic)	17.7129620616
PWY-5913: partial TCA cycle (obligate autotrophs)	16.9700153325
GLUCARDEG-PWY: D-glucarate degradation I	15.4891441984
PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)	15.4308119896
PWY0-862: (5Z)-dodecenoate biosynthesis I	15.3068488064
PWY-5989: stearate biosynthesis II (bacteria and plants)	15.2612733808
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	15.2590674614
PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)	15.2151699730
PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type	14.8314163427
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)	12.6048120468
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)|unclassified	9.9705472067
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis	12.5345431893
HEMESYN2-PWY: heme b biosynthesis II (oxygen-independent)	11.6833739889
PWY0-1061: superpathway of L-alanine biosynthesis	11.0784931732
PWY0-1061: superpathway of L-alanine biosynthesis|g__Blautia.s__Ruminococcus_torques	2.3935152697
PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome)	10.6939975542
PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome)|g__Coprococcus.s__Coprococcus_catus	8.0651978506
P42-PWY: incomplete reductive TCA cycle	8.9354800479
PWY-5367: petroselinate biosynthesis	8.6838427956
PWY-5367: petroselinate biosynthesis|g__Blautia.s__Ruminococcus_torques	8.4460650115
PWY-6518: bile acids epimerization	8.0278125722
PWY-5189: tetrapyrrole biosynthesis II (from glycine)	6.7554483666
PWY-5189: tetrapyrrole biosynthesis II (from glycine)|unclassified	5.9253730941
PWY-5677: succinate fermentation to butanoate	6.0695595905
SO4ASSIM-PWY: assimilatory sulfate reduction I	5.6256701223
