# Pathway	29-7A_Abundance
P161-PWY: acetylene degradation (anaerobic)	13.8752779744
PWY0-1477: ethanolamine utilization	13.8752779744
PWY0-1477: ethanolamine utilization|unclassified	4.5100406707
PWY-7315: dTDP-N-acetylthomosamine biosynthesis	12.8297748979
PWY-7315: dTDP-N-acetylthomosamine biosynthesis|unclassified	12.3484880434
PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type	12.2709639474
GALACTITOLCAT-PWY: galactitol degradation	11.4667147566
GALACTITOLCAT-PWY: galactitol degradation|g__Anaerostipes.s__Anaerostipes_hadrus	6.0288593977
PWY-7883: anhydromuropeptides recycling II	11.4195043146
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II	10.6818961209
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II|unclassified	10.6818961209
METHGLYUT-PWY: superpathway of methylglyoxal degradation	10.4819764426
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	10.3401507623
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis	9.6918495013
PWY-5913: partial TCA cycle (obligate autotrophs)	8.6845829656
PWY-5189: tetrapyrrole biosynthesis II (from glycine)	5.9631734397
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I	4.8831096450
