# Pathway	28-7A-1-1_Abundance
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Asaccharobacter.s__Asaccharobacter_celatus	14.9496080365
PWY-7208: superpathway of pyrimidine nucleobases salvage|unclassified	11.1833562181
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	1.2105737366
PWY-5030: L-histidine degradation III	1265.1287500316
PWY-5030: L-histidine degradation III|g__Bacteroides.s__Bacteroides_uniformis	596.0656040338
PWY-5030: L-histidine degradation III|g__Bacteroides.s__Bacteroides_vulgatus	565.6594376327
PWY-5030: L-histidine degradation III|unclassified	151.1086352903
PWY-5030: L-histidine degradation III|g__Bacteroides.s__Bacteroides_ovatus	142.4026539291
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	1263.5471866244
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	875.0844169271
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_ovatus	158.9857748311
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Eggerthella.s__Eggerthella_lenta	18.7099496132
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Bilophila.s__Bilophila_wadsworthia	8.9046346082
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|unclassified	8.3136220467
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	1263.5471866244
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	875.0844169271
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_ovatus	158.9857748311
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Eggerthella.s__Eggerthella_lenta	18.7099496132
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Bilophila.s__Bilophila_wadsworthia	8.9046346082
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|unclassified	8.3136220467
PWY-6317: D-galactose degradation I (Leloir pathway)	1234.9085432107
PWY-6317: D-galactose degradation I (Leloir pathway)|g__Blautia.s__Ruminococcus_torques	146.0575951183
PWY-6317: D-galactose degradation I (Leloir pathway)|unclassified	97.0639038771
PWY-6317: D-galactose degradation I (Leloir pathway)|g__Blautia.s__Blautia_sp	70.2157336362
PWY-6317: D-galactose degradation I (Leloir pathway)|g__Dorea.s__Dorea_longicatena	56.0968490634
PWY-6317: D-galactose degradation I (Leloir pathway)|g__Blautia.s__Blautia_obeum	54.5019498695
PWY-6317: D-galactose degradation I (Leloir pathway)|g__Blautia.s__Blautia_wexlerae	47.5277022668
PWY-6317: D-galactose degradation I (Leloir pathway)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	33.5674729986
PWY-6317: D-galactose degradation I (Leloir pathway)|g__Eubacterium.s__Eubacterium_eligens	29.1649799046
PWY-6317: D-galactose degradation I (Leloir pathway)|g__Eubacterium.s__Eubacterium_hallii	22.7317711224
PWY-6317: D-galactose degradation I (Leloir pathway)|g__Anaerostipes.s__Anaerostipes_hadrus	21.3185578355
PWY-6317: D-galactose degradation I (Leloir pathway)|g__Lachnoclostridium.s__Clostridium_clostridioforme	5.0963195319
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	1176.2222620289
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage|g__Bacteroides.s__Bacteroides_uniformis	532.3600810389
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage|g__Bacteroides.s__Bacteroides_ovatus	145.0269504426
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage|unclassified	49.7023314485
PWY-6731: starch degradation III	1103.1414223783
PWY-6731: starch degradation III|g__Blautia.s__Blautia_sp	63.6984959308
PWY-6731: starch degradation III|g__Blautia.s__Blautia_obeum	46.2827417761
PWY-6731: starch degradation III|g__Blautia.s__Blautia_wexlerae	35.2089733888
PWY-6731: starch degradation III|g__Blautia.s__Ruminococcus_torques	31.5582942834
PWY-6731: starch degradation III|g__Eubacterium.s__Eubacterium_hallii	12.6241515209
PWY-6731: starch degradation III|g__Agathobaculum.s__Agathobaculum_butyriciproducens	6.0915871539
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I	1094.1548088243
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	556.0501830669
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	156.0268648233
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I|unclassified	50.4716724591
CITRULBIO-PWY: L-citrulline biosynthesis	1075.5565844958
GLUTORN-PWY: L-ornithine biosynthesis I	1074.1977365400
GLUTORN-PWY: L-ornithine biosynthesis I|unclassified	268.7134567141
GLUTORN-PWY: L-ornithine biosynthesis I|g__Blautia.s__Ruminococcus_torques	111.0796551683
GLUTORN-PWY: L-ornithine biosynthesis I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	54.9712290451
GLUTORN-PWY: L-ornithine biosynthesis I|g__Blautia.s__Blautia_sp	53.8627669703
GLUTORN-PWY: L-ornithine biosynthesis I|g__Blautia.s__Blautia_wexlerae	48.6120705861
GLUTORN-PWY: L-ornithine biosynthesis I|g__Dorea.s__Dorea_longicatena	44.4573351288
GLUTORN-PWY: L-ornithine biosynthesis I|g__Gemmiger.s__Gemmiger_formicilis	25.3118898223
GLUTORN-PWY: L-ornithine biosynthesis I|g__Ruminococcus.s__Ruminococcus_bicirculans	24.4173561363
GLUTORN-PWY: L-ornithine biosynthesis I|g__Eubacterium.s__Eubacterium_eligens	20.2734897554
GLUTORN-PWY: L-ornithine biosynthesis I|g__Anaerostipes.s__Anaerostipes_hadrus	12.9558082578
GLUTORN-PWY: L-ornithine biosynthesis I|g__Blautia.s__Blautia_obeum	9.6947462102
GLUTORN-PWY: L-ornithine biosynthesis I|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	2.2637769927
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I	1071.9190298777
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I|g__Bacteroides.s__Bacteroides_uniformis	483.2075882427
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I|g__Blautia.s__Ruminococcus_torques	110.5040358027
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I|g__Dorea.s__Dorea_longicatena	73.6309941419
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I|g__Blautia.s__Blautia_sp	41.0528567791
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I|unclassified	34.8952098251
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I|g__Blautia.s__Blautia_wexlerae	25.1582981959
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I|g__Blautia.s__Blautia_obeum	23.2856185382
PWY-5659: GDP-mannose biosynthesis	1062.9513942677
PWY-5659: GDP-mannose biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	399.2606342540
PWY-5659: GDP-mannose biosynthesis|g__Ruminococcus.s__Ruminococcus_bicirculans	23.6439807626
PWY-5659: GDP-mannose biosynthesis|g__Blautia.s__Blautia_obeum	16.8015834875
PWY-5659: GDP-mannose biosynthesis|g__Hungatella.s__Hungatella_hathewayi	5.0539208589
PWY-5659: GDP-mannose biosynthesis|g__Lachnoclostridium.s__Clostridium_clostridioforme	2.4624498578
RHAMCAT-PWY: L-rhamnose degradation I	1054.9596186138
RHAMCAT-PWY: L-rhamnose degradation I|g__Bacteroides.s__Bacteroides_vulgatus	639.5328268862
RHAMCAT-PWY: L-rhamnose degradation I|g__Bacteroides.s__Bacteroides_ovatus	174.1637222470
RHAMCAT-PWY: L-rhamnose degradation I|unclassified	48.6431468637
RHAMCAT-PWY: L-rhamnose degradation I|g__Eubacterium.s__Eubacterium_eligens	31.5707338147
RHAMCAT-PWY: L-rhamnose degradation I|g__Asaccharobacter.s__Asaccharobacter_celatus	16.0244934683
RHAMCAT-PWY: L-rhamnose degradation I|g__Lachnoclostridium.s__Clostridium_clostridioforme	5.7924521773
PWY-6902: chitin degradation II (Vibrio)	1049.7300418734
PWY-6902: chitin degradation II (Vibrio)|g__Bacteroides.s__Bacteroides_uniformis	666.1425407722
PWY-6902: chitin degradation II (Vibrio)|g__Bacteroides.s__Bacteroides_vulgatus	322.7891248714
PWY-6902: chitin degradation II (Vibrio)|unclassified	36.0950586707
PWY-6901: superpathway of glucose and xylose degradation	1045.7708232203
PWY-6901: superpathway of glucose and xylose degradation|unclassified	29.5339860102
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis	1019.8437140165
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	460.7358280223
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	135.8107413126
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis|unclassified	100.7314663502
NAGLIPASYN-PWY: lipid IVA biosynthesis (E. coli)	1019.2835677171
NAGLIPASYN-PWY: lipid IVA biosynthesis (E. coli)|g__Bacteroides.s__Bacteroides_uniformis	578.1536768058
PWY-8073: lipid IVA biosynthesis (P. putida)	1019.2835677171
PWY-8073: lipid IVA biosynthesis (P. putida)|g__Bacteroides.s__Bacteroides_uniformis	578.1536768058
COLANSYN-PWY: colanic acid building blocks biosynthesis	1012.9951504949
PWY-7392: taxadiene biosynthesis (engineered)	1010.0286747156
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	1004.7608126384
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	152.3826428157
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis|unclassified	24.0940940814
PWY-4984: urea cycle	984.9383701331
PWY-8178: pentose phosphate pathway (non-oxidative branch) II	940.6813698358
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Blautia.s__Ruminococcus_torques	148.7620355405
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|unclassified	66.8382332808
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Blautia.s__Blautia_sp	64.5676520292
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Blautia.s__Blautia_wexlerae	35.9316784219
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Eubacterium.s__Eubacterium_eligens	28.5160635740
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Eubacterium.s__Eubacterium_hallii	25.5599812114
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Anaerostipes.s__Anaerostipes_hadrus	21.9017311968
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Blautia.s__Blautia_obeum	18.9707532377
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	8.4462676287
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Roseburia.s__Roseburia_faecis	7.9136269314
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Dorea.s__Dorea_longicatena	3.9891831724
HSERMETANA-PWY: L-methionine biosynthesis III	898.9346044789
HSERMETANA-PWY: L-methionine biosynthesis III|unclassified	186.1459305905
HSERMETANA-PWY: L-methionine biosynthesis III|g__Dorea.s__Dorea_longicatena	96.1902844262
HSERMETANA-PWY: L-methionine biosynthesis III|g__Blautia.s__Ruminococcus_torques	59.5340635728
HSERMETANA-PWY: L-methionine biosynthesis III|g__Blautia.s__Blautia_sp	50.5106200913
HSERMETANA-PWY: L-methionine biosynthesis III|g__Blautia.s__Blautia_wexlerae	33.6198275840
HSERMETANA-PWY: L-methionine biosynthesis III|g__Ruminococcus.s__Ruminococcus_bicirculans	28.9546010521
HSERMETANA-PWY: L-methionine biosynthesis III|g__Anaerostipes.s__Anaerostipes_hadrus	22.7402983067
HSERMETANA-PWY: L-methionine biosynthesis III|g__Eubacterium.s__Eubacterium_eligens	18.0531840773
HSERMETANA-PWY: L-methionine biosynthesis III|g__Roseburia.s__Roseburia_faecis	7.8041317650
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	881.4902375018
PENTOSE-P-PWY: pentose phosphate pathway	862.7229944075
PENTOSE-P-PWY: pentose phosphate pathway|unclassified	15.4577288999
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)	855.3544769979
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|unclassified	91.9880536210
GLYCOCAT-PWY: glycogen degradation I	851.8090089946
PWY-5505: L-glutamate and L-glutamine biosynthesis	804.8051083705
PWY-5505: L-glutamate and L-glutamine biosynthesis|unclassified	56.2918260612
PWY-5384: sucrose degradation IV (sucrose phosphorylase)	804.1337373720
PWY-5384: sucrose degradation IV (sucrose phosphorylase)|g__Bacteroides.s__Bacteroides_ovatus	150.8549259616
PWY-5384: sucrose degradation IV (sucrose phosphorylase)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	44.9907222045
PWY-5384: sucrose degradation IV (sucrose phosphorylase)|g__Anaerostipes.s__Anaerostipes_hadrus	15.7730585370
PWY-5384: sucrose degradation IV (sucrose phosphorylase)|g__Lachnoclostridium.s__Clostridium_clostridioforme	2.4586123195
PWY-621: sucrose degradation III (sucrose invertase)	797.5458890769
PWY-621: sucrose degradation III (sucrose invertase)|g__Bacteroides.s__Bacteroides_ovatus	142.2599871394
PWY-621: sucrose degradation III (sucrose invertase)|g__Ruminococcus.s__Ruminococcus_bicirculans	32.0461089574
PWY-621: sucrose degradation III (sucrose invertase)|g__Anaerostipes.s__Anaerostipes_hadrus	18.7538268558
PWY-621: sucrose degradation III (sucrose invertase)|g__Hungatella.s__Hungatella_hathewayi	5.1980475717
PWY-621: sucrose degradation III (sucrose invertase)|g__Lachnoclostridium.s__Clostridium_clostridioforme	2.3941479410
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)	781.1256947799
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Eggerthella.s__Eggerthella_lenta	7.9262868424
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I	766.3876528619
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Blautia.s__Ruminococcus_torques	127.6352246786
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|unclassified	57.0453706496
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Blautia.s__Blautia_sp	41.4544520420
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Eubacterium.s__Eubacterium_hallii	29.1903136149
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Eubacterium.s__Eubacterium_eligens	24.8836831631
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Blautia.s__Blautia_wexlerae	23.8969960210
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Anaerostipes.s__Anaerostipes_hadrus	19.4852904988
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Blautia.s__Blautia_obeum	19.0339466242
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	12.2358774198
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Roseburia.s__Roseburia_faecis	8.8898019139
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Dorea.s__Dorea_longicatena	2.1658762232
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)	736.9030044954
PWY-7456: &beta;-(1,4)-mannan degradation	727.1080125696
PWY-6527: stachyose degradation	712.5242789850
PWY-6527: stachyose degradation|g__Blautia.s__Ruminococcus_torques	108.8674922761
PWY-6527: stachyose degradation|g__Blautia.s__Blautia_obeum	86.3035243911
PWY-6527: stachyose degradation|unclassified	55.4208305181
PWY-6527: stachyose degradation|g__Blautia.s__Blautia_wexlerae	53.6671504456
PWY-6527: stachyose degradation|g__Dorea.s__Dorea_longicatena	22.4559926674
PWY-6527: stachyose degradation|g__Ruminococcus.s__Ruminococcus_bicirculans	15.9170276875
PWY-6527: stachyose degradation|g__Lachnoclostridium.s__Clostridium_clostridioforme	6.1401223110
PWY-6527: stachyose degradation|g__Hungatella.s__Hungatella_hathewayi	5.2901365967
PWY-6527: stachyose degradation|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	3.8135102015
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I	686.4080277005
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Blautia.s__Ruminococcus_torques	109.6028943810
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|unclassified	31.3654304578
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Blautia.s__Blautia_obeum	30.2689688940
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Dorea.s__Dorea_longicatena	18.0820508060
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Anaerostipes.s__Anaerostipes_hadrus	10.2701485003
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Roseburia.s__Roseburia_faecis	8.2661684398
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Agathobaculum.s__Agathobaculum_butyriciproducens	5.9471907699
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	3.0294728226
PWY-5100: pyruvate fermentation to acetate and lactate II	686.4080277005
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Blautia.s__Ruminococcus_torques	109.6028943810
PWY-5100: pyruvate fermentation to acetate and lactate II|unclassified	42.1601641679
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Blautia.s__Blautia_obeum	30.2689688940
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Dorea.s__Dorea_longicatena	18.0820508060
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Anaerostipes.s__Anaerostipes_hadrus	13.7264846820
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Roseburia.s__Roseburia_faecis	8.2661684398
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Agathobaculum.s__Agathobaculum_butyriciproducens	5.9471907699
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	3.0294728226
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV	682.1208613668
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV|unclassified	13.3695629024
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	630.9485372432
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Dialister.s__Dialister_invisus	44.1611575198
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Bilophila.s__Bilophila_wadsworthia	9.5929839150
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|unclassified	7.4909868611
PWY-6823: molybdopterin biosynthesis	627.8591537947
PWY-6823: molybdopterin biosynthesis|g__Blautia.s__Blautia_obeum	101.7109069735
PWY-6823: molybdopterin biosynthesis|g__Blautia.s__Ruminococcus_torques	101.6291996285
PWY-6823: molybdopterin biosynthesis|unclassified	90.8094114873
PWY-6823: molybdopterin biosynthesis|g__Blautia.s__Blautia_sp	71.7802246474
PWY-6823: molybdopterin biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	32.3314694918
PWY-6823: molybdopterin biosynthesis|g__Eggerthella.s__Eggerthella_lenta	16.9084510351
PWY-6823: molybdopterin biosynthesis|g__Eubacterium.s__Eubacterium_hallii	16.2497920571
PWY-6823: molybdopterin biosynthesis|g__Oscillibacter.s__Oscillibacter_sp_57_20	13.8930690981
PWY-6823: molybdopterin biosynthesis|g__Blautia.s__Blautia_wexlerae	10.3503352274
PWY-6823: molybdopterin biosynthesis|g__Anaerostipes.s__Anaerostipes_hadrus	9.9337763329
PWY-6823: molybdopterin biosynthesis|g__Intestinibacter.s__Intestinibacter_bartlettii	7.0422535211
PWY-6823: molybdopterin biosynthesis|g__Roseburia.s__Roseburia_faecis	4.5599955325
PWY-6807: xyloglucan degradation II (exoglucanase)	624.2016598615
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)	623.6220951049
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)|unclassified	93.7475640931
PWY-6305: superpathway of putrescine biosynthesis	622.7983823093
PWY-6628: superpathway of L-phenylalanine biosynthesis	608.8517144749
PWY-6628: superpathway of L-phenylalanine biosynthesis|unclassified	185.7397122796
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	556.8907125541
PWY-6936: seleno-amino acid biosynthesis (plants)	554.7043316262
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Blautia.s__Ruminococcus_torques	44.6579284682
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Eubacterium.s__Eubacterium_eligens	34.2736050138
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Anaerostipes.s__Anaerostipes_hadrus	26.0097506858
PWY-6936: seleno-amino acid biosynthesis (plants)|unclassified	13.6999232897
PWY-2941: L-lysine biosynthesis II	542.7007658059
PWY-6630: superpathway of L-tyrosine biosynthesis	527.3001639084
PWY-6630: superpathway of L-tyrosine biosynthesis|unclassified	187.1648541477
PWY-6859: all-trans-farnesol biosynthesis	524.5234978264
FASYN-ELONG-PWY: fatty acid elongation -- saturated	522.7513195546
FASYN-ELONG-PWY: fatty acid elongation -- saturated|g__Alistipes.s__Alistipes_finegoldii	30.1242548306
PWY-5971: palmitate biosynthesis (type II fatty acid synthase)	512.2877843453
PWY-7345: superpathway of anaerobic sucrose degradation	504.5571295941
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	489.0643764072
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Dialister.s__Dialister_invisus	68.5413848726
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Blautia.s__Blautia_sp	51.0477070141
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Blautia.s__Blautia_wexlerae	39.5432825097
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Blautia.s__Ruminococcus_torques	39.0765265277
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Ruminococcus.s__Ruminococcus_bicirculans	25.8755945539
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|unclassified	18.9785896228
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Eubacterium.s__Eubacterium_eligens	18.5272181024
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_hadrus	16.0969057772
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_56	10.1731770216
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	482.7051086346
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	52.1522410091
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|unclassified	26.1979376421
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|g__Blautia.s__Blautia_obeum	15.8058269741
PWY-6519: 8-amino-7-oxononanoate biosynthesis I	480.5583643331
PWY0-1261: anhydromuropeptides recycling I	469.1339944192
PWY-7664: oleate biosynthesis IV (anaerobic)	469.0727335934
PWY-7664: oleate biosynthesis IV (anaerobic)|g__Alistipes.s__Alistipes_finegoldii	26.7831408261
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	463.4669816298
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Dialister.s__Dialister_invisus	71.9856152576
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Ruminococcus.s__Ruminococcus_bicirculans	40.4341326835
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_124	19.0255103199
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Eggerthella.s__Eggerthella_lenta	11.5714222607
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Parasutterella.s__Parasutterella_excrementihominis	8.3982507341
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Bilophila.s__Bilophila_wadsworthia	8.3429915779
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation	453.3822079013
GLUCONEO-PWY: gluconeogenesis I	427.2816523829
GLUCONEO-PWY: gluconeogenesis I|unclassified	121.8634121444
METH-ACETATE-PWY: methanogenesis from acetate	419.3910266556
METH-ACETATE-PWY: methanogenesis from acetate|g__Blautia.s__Ruminococcus_torques	66.5551654352
METH-ACETATE-PWY: methanogenesis from acetate|g__Blautia.s__Blautia_wexlerae	28.0820554881
METH-ACETATE-PWY: methanogenesis from acetate|g__Blautia.s__Blautia_obeum	24.8319874782
PWY-5989: stearate biosynthesis II (bacteria and plants)	414.5207562086
PWY-5989: stearate biosynthesis II (bacteria and plants)|g__Alistipes.s__Alistipes_finegoldii	22.3705758875
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	414.3888081124
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)|g__Alistipes.s__Alistipes_finegoldii	23.3766975972
PWY0-862: (5Z)-dodecenoate biosynthesis I	412.5845480955
PWY0-862: (5Z)-dodecenoate biosynthesis I|g__Alistipes.s__Alistipes_finegoldii	23.3326714012
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation	410.5875260988
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	32.2821644654
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation|unclassified	25.3203038120
PPGPPMET-PWY: ppGpp metabolism	392.8942561237
PPGPPMET-PWY: ppGpp metabolism|unclassified	25.1601649647
PWY66-399: gluconeogenesis III	362.1415620355
PWY66-399: gluconeogenesis III|unclassified	105.0941885251
PWY-6608: guanosine nucleotides degradation III	348.3109141446
PWY-6608: guanosine nucleotides degradation III|g__Blautia.s__Ruminococcus_torques	110.9999400555
PWY-6608: guanosine nucleotides degradation III|g__Blautia.s__Blautia_obeum	27.8697323611
PWY-6608: guanosine nucleotides degradation III|g__Blautia.s__Blautia_wexlerae	27.2736151992
PWY-6608: guanosine nucleotides degradation III|g__Anaerostipes.s__Anaerostipes_hadrus	17.6273160798
PWY-6608: guanosine nucleotides degradation III|unclassified	17.5494078190
PWY-6608: guanosine nucleotides degradation III|g__Hungatella.s__Hungatella_hathewayi	2.6827453917
PWY-6608: guanosine nucleotides degradation III|g__Lachnoclostridium.s__Clostridium_clostridioforme	2.1361901561
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	342.0107567547
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis|unclassified	36.8050817569
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis|g__Blautia.s__Ruminococcus_torques	30.3176285149
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis|g__Lachnoclostridium.s__Clostridium_clostridioforme	7.6808530081
