# Pathway	33-6-2_Abundance
PWY-5973: cis-vaccenate biosynthesis|g__Alistipes.s__Alistipes_finegoldii	30.4567994157
PWY-5973: cis-vaccenate biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	27.1388965224
PWY-5973: cis-vaccenate biosynthesis|g__Blautia.s__Ruminococcus_torques	24.8570640094
PWY-6630: superpathway of L-tyrosine biosynthesis	511.0656090231
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	508.2386942718
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Blautia.s__Ruminococcus_torques	135.3502282326
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|unclassified	62.6942650740
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	56.3884252510
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	41.1709766667
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Blautia.s__Blautia_obeum	31.8983926861
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Blautia.s__Blautia_wexlerae	3.0662285539
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	493.7519328787
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)|unclassified	65.4238747412
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)|g__Blautia.s__Ruminococcus_torques	22.7777267080
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	480.2922765896
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	46.2858602028
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_ovatus	40.8287979428
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|unclassified	19.6948288805
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Eggerthella.s__Eggerthella_lenta	17.8529309242
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	474.3910425539
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	119.6167042453
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Dialister.s__Dialister_invisus	92.5953773288
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	49.2340263241
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|unclassified	34.5978240876
PWY-7208: superpathway of pyrimidine nucleobases salvage	459.7634282234
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Dialister.s__Dialister_invisus	102.6294606319
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Blautia.s__Blautia_obeum	21.3341295010
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Asaccharobacter.s__Asaccharobacter_celatus	19.9630794918
PWY-7208: superpathway of pyrimidine nucleobases salvage|unclassified	18.6730874475
PWY-6901: superpathway of glucose and xylose degradation	455.9525584514
PWY-7663: gondoate biosynthesis (anaerobic)	455.8627782344
PWY-7663: gondoate biosynthesis (anaerobic)|g__Bacteroides.s__Bacteroides_uniformis	135.0726427794
PWY-7663: gondoate biosynthesis (anaerobic)|g__Alistipes.s__Alistipes_finegoldii	35.0234759336
PWY-7663: gondoate biosynthesis (anaerobic)|unclassified	26.0392759064
PWY-7663: gondoate biosynthesis (anaerobic)|g__Bacteroides.s__Bacteroides_ovatus	25.2623235121
PWY-7663: gondoate biosynthesis (anaerobic)|g__Bacteroides.s__Bacteroides_vulgatus	18.1983897010
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	453.8843233133
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)|g__Bacteroides.s__Bacteroides_vulgatus	19.1785666292
P164-PWY: purine nucleobases degradation I (anaerobic)	444.7337320430
P164-PWY: purine nucleobases degradation I (anaerobic)|g__Hungatella.s__Hungatella_hathewayi	7.9714958742
P164-PWY: purine nucleobases degradation I (anaerobic)|g__Lachnoclostridium.s__Clostridium_clostridioforme	5.0062980823
PWY-7345: superpathway of anaerobic sucrose degradation	440.4090660202
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II	431.6001887323
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II|g__Bacteroides.s__Bacteroides_uniformis	103.0590610458
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II|unclassified	32.6209764340
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II|g__Bacteroides.s__Bacteroides_ovatus	25.2044021978
COLANSYN-PWY: colanic acid building blocks biosynthesis	426.7848064924
COLANSYN-PWY: colanic acid building blocks biosynthesis|unclassified	16.3433572255
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	426.2930919834
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	426.2930919834
PWY66-399: gluconeogenesis III	419.9437316333
PWY66-399: gluconeogenesis III|unclassified	71.0177825556
PWY0-1261: anhydromuropeptides recycling I	413.0444615048
P441-PWY: superpathway of N-acetylneuraminate degradation	399.8552281547
PWY-7761: NAD salvage pathway II (PNC IV cycle)	396.0302667675
PWY-7761: NAD salvage pathway II (PNC IV cycle)|unclassified	9.7231235250
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV	390.2697336492
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV|unclassified	19.2990404438
PWY-5505: L-glutamate and L-glutamine biosynthesis	387.9385791102
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)	378.3783208661
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|unclassified	125.8047122539
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Eggerthella.s__Eggerthella_lenta	30.4756194177
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)	375.2665205215
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)|g__Blautia.s__Ruminococcus_torques	141.6572811007
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)|g__Anaerostipes.s__Anaerostipes_hadrus	44.6819102605
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	358.8629732321
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|unclassified	11.7004013663
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|g__Blautia.s__Blautia_obeum	6.1991345211
PWY-702: L-methionine biosynthesis II	357.0709284370
PWY-702: L-methionine biosynthesis II|g__Blautia.s__Ruminococcus_torques	83.8817144268
PWY-702: L-methionine biosynthesis II|g__Streptococcus.s__Streptococcus_salivarius	0.7987220447
RHAMCAT-PWY: L-rhamnose degradation I	353.8951626923
RHAMCAT-PWY: L-rhamnose degradation I|unclassified	71.0334775648
RHAMCAT-PWY: L-rhamnose degradation I|g__Bacteroides.s__Bacteroides_vulgatus	33.0830273222
RHAMCAT-PWY: L-rhamnose degradation I|g__Bacteroides.s__Bacteroides_ovatus	32.8294593982
RHAMCAT-PWY: L-rhamnose degradation I|g__Blautia.s__Ruminococcus_torques	19.3945722680
RHAMCAT-PWY: L-rhamnose degradation I|g__Asaccharobacter.s__Asaccharobacter_celatus	9.8995374983
RHAMCAT-PWY: L-rhamnose degradation I|g__Roseburia.s__Roseburia_faecis	8.5542015740
RHAMCAT-PWY: L-rhamnose degradation I|g__Eubacterium.s__Eubacterium_eligens	7.7038951401
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	333.4075709134
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	58.3239700125
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_ovatus	36.0237677481
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Eggerthella.s__Eggerthella_lenta	22.5880931089
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|unclassified	12.4174266629
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Erysipelatoclostridium.s__Clostridium_innocuum	3.3719712230
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	333.4075709134
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	58.3239700125
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_ovatus	36.0237677481
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Eggerthella.s__Eggerthella_lenta	22.5880931089
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|unclassified	12.4174266629
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Erysipelatoclostridium.s__Clostridium_innocuum	3.3719712230
ARGININE-SYN4-PWY: L-ornithine biosynthesis II	320.4980981911
ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Bacteroides.s__Bacteroides_uniformis	125.9826513966
ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	32.6836813497
ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Bacteroides.s__Bacteroides_ovatus	26.0052356138
PWY-1861: formaldehyde assimilation II (assimilatory RuMP Cycle)	315.1894809914
PWY-1861: formaldehyde assimilation II (assimilatory RuMP Cycle)|unclassified	85.3235300532
PWY-1861: formaldehyde assimilation II (assimilatory RuMP Cycle)|g__Anaerostipes.s__Anaerostipes_hadrus	69.5986594765
PWY-5659: GDP-mannose biosynthesis	312.0857507366
PWY-5659: GDP-mannose biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	25.2352845674
PWY-5659: GDP-mannose biosynthesis|g__Blautia.s__Blautia_obeum	16.6625704489
PWY-5659: GDP-mannose biosynthesis|g__Ruminococcus.s__Ruminococcus_bicirculans	14.6545135635
PWY-5659: GDP-mannose biosynthesis|g__Lachnoclostridium.s__Clostridium_clostridioforme	10.1780346045
PWY-5659: GDP-mannose biosynthesis|unclassified	8.5265503035
PPGPPMET-PWY: ppGpp metabolism	309.4048322097
PPGPPMET-PWY: ppGpp metabolism|unclassified	27.1273921901
PWY-6353: purine nucleotides degradation II (aerobic)	302.1447073766
PWY-6353: purine nucleotides degradation II (aerobic)|g__Blautia.s__Ruminococcus_torques	39.2891182575
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	290.8913791015
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Dialister.s__Dialister_invisus	109.6252809126
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Eggerthella.s__Eggerthella_lenta	21.3262238812
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|unclassified	12.4732552613
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Asaccharobacter.s__Asaccharobacter_celatus	9.3759298184
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	4.1105280412
GLYCOCAT-PWY: glycogen degradation I	289.6298769793
PWY-5384: sucrose degradation IV (sucrose phosphorylase)	275.0564506494
PWY-5384: sucrose degradation IV (sucrose phosphorylase)|g__Anaerostipes.s__Anaerostipes_hadrus	54.1262400375
PWY-5384: sucrose degradation IV (sucrose phosphorylase)|g__Bacteroides.s__Bacteroides_ovatus	20.6727744192
PWY-621: sucrose degradation III (sucrose invertase)	273.7238736293
PWY-621: sucrose degradation III (sucrose invertase)|g__Anaerostipes.s__Anaerostipes_hadrus	60.9651964080
PWY-621: sucrose degradation III (sucrose invertase)|g__Ruminococcus.s__Ruminococcus_bicirculans	29.5861327176
PWY-621: sucrose degradation III (sucrose invertase)|g__Bacteroides.s__Bacteroides_ovatus	23.0619444516
PWY-621: sucrose degradation III (sucrose invertase)|g__Lachnoclostridium.s__Clostridium_clostridioforme	9.2749194557
PWY-621: sucrose degradation III (sucrose invertase)|g__Streptococcus.s__Streptococcus_vestibularis	3.0883468465
PWY-621: sucrose degradation III (sucrose invertase)|g__Hungatella.s__Hungatella_hathewayi	2.0233876574
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	266.0284022191
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage|g__Bacteroides.s__Bacteroides_uniformis	97.6566202030
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage|unclassified	36.6330347186
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage|g__Bacteroides.s__Bacteroides_ovatus	34.7416116907
FUCCAT-PWY: fucose degradation	264.6399719730
FUCCAT-PWY: fucose degradation|g__Blautia.s__Ruminococcus_torques	131.2811880148
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate	257.5272722303
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|g__Anaerostipes.s__Anaerostipes_hadrus	89.2870109174
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|unclassified	52.6238807526
PWY-7456: &beta;-(1,4)-mannan degradation	254.5774490809
PWY-7456: &beta;-(1,4)-mannan degradation|unclassified	9.1647419162
HISDEG-PWY: L-histidine degradation I	254.4329596478
HISDEG-PWY: L-histidine degradation I|g__Bacteroides.s__Bacteroides_uniformis	112.2099871246
HISDEG-PWY: L-histidine degradation I|unclassified	53.6550858027
HISDEG-PWY: L-histidine degradation I|g__Bacteroides.s__Bacteroides_ovatus	34.9562107158
HISDEG-PWY: L-histidine degradation I|g__Bacteroides.s__Bacteroides_vulgatus	28.9591683621
HISDEG-PWY: L-histidine degradation I|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_124	7.1864139079
GLYCOLYSIS-E-D: superpathway of glycolysis and the Entner-Doudoroff pathway	251.4225046608
PWY-5030: L-histidine degradation III	246.1774872840
PWY-5030: L-histidine degradation III|g__Bacteroides.s__Bacteroides_uniformis	125.8258296192
PWY-5030: L-histidine degradation III|unclassified	42.3690643949
PWY-5030: L-histidine degradation III|g__Bacteroides.s__Bacteroides_ovatus	32.7636911690
PWY-5030: L-histidine degradation III|g__Bacteroides.s__Bacteroides_vulgatus	30.4333880699
PWY-5005: biotin biosynthesis II	243.8930186982
PWY-5005: biotin biosynthesis II|g__Blautia.s__Ruminococcus_torques	8.3362230162
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	240.4866534291
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)	228.3865002070
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)|unclassified	9.3390414445
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)	221.5356441905
PWY-5497: purine nucleobases degradation II (anaerobic)	218.4377389971
PWY-5676: acetyl-CoA fermentation to butanoate II	205.8165868290
PWY-5676: acetyl-CoA fermentation to butanoate II|g__Anaerostipes.s__Anaerostipes_hadrus	71.3955437568
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I	204.9061577400
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	96.3046929576
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	32.2174061518
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I|unclassified	29.4077684938
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis	202.2562128646
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	89.8450232660
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	35.4932830314
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis|unclassified	15.9758721009
PWY-8004: Entner-Doudoroff pathway I	197.6330976113
PWY-7392: taxadiene biosynthesis (engineered)	196.4812255256
PWY-6902: chitin degradation II (Vibrio)	192.8024915380
PWY-6902: chitin degradation II (Vibrio)|g__Bacteroides.s__Bacteroides_uniformis	180.6127971894
GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol	184.9876006806
GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol|g__Anaerostipes.s__Anaerostipes_hadrus	42.5801126481
GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol|g__Blautia.s__Ruminococcus_torques	13.1018457779
GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol|unclassified	8.8469453406
GLUDEG-I-PWY: GABA shunt	181.6441798987
PWY-6606: guanosine nucleotides degradation II	178.3070580685
PWY-6606: guanosine nucleotides degradation II|g__Blautia.s__Ruminococcus_torques	20.4201283389
PWY-2941: L-lysine biosynthesis II	177.8737525841
PWY-2941: L-lysine biosynthesis II|unclassified	48.2606738541
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation	169.0790236484
PWY-6292: superpathway of L-cysteine biosynthesis (mammalian)	168.6269578017
PWY-6292: superpathway of L-cysteine biosynthesis (mammalian)|unclassified	12.9493692740
SALVADEHYPOX-PWY: adenosine nucleotides degradation II	168.0985373464
SALVADEHYPOX-PWY: adenosine nucleotides degradation II|g__Anaerostipes.s__Anaerostipes_hadrus	51.8960649504
SALVADEHYPOX-PWY: adenosine nucleotides degradation II|unclassified	29.2558197447
SALVADEHYPOX-PWY: adenosine nucleotides degradation II|g__Blautia.s__Ruminococcus_torques	19.9637660032
PWY-5022: 4-aminobutanoate degradation V	167.2109242551
NAGLIPASYN-PWY: lipid IVA biosynthesis (E. coli)	158.3076338470
NAGLIPASYN-PWY: lipid IVA biosynthesis (E. coli)|g__Bacteroides.s__Bacteroides_uniformis	109.5265079588
PWY-8073: lipid IVA biosynthesis (P. putida)	158.3076338470
PWY-8073: lipid IVA biosynthesis (P. putida)|g__Bacteroides.s__Bacteroides_uniformis	109.5265079588
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)	150.5279696119
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation	150.3084809619
PWY-7356: thiamine diphosphate salvage IV (yeast)	143.9066201357
PWY-7356: thiamine diphosphate salvage IV (yeast)|unclassified	24.5063299463
PWY66-409: superpathway of purine nucleotide salvage	139.6417873321
PWY-4041: &gamma;-glutamyl cycle	136.7127561875
PWY-4041: &gamma;-glutamyl cycle|unclassified	11.9237850964
PWY-8131: 5'-deoxyadenosine degradation II	133.8123694520
PWY-8131: 5'-deoxyadenosine degradation II|g__Lachnoclostridium.s__Clostridium_clostridioforme	10.8538687287
PWY-8131: 5'-deoxyadenosine degradation II|unclassified	8.6322936409
PWY-8131: 5'-deoxyadenosine degradation II|g__Hungatella.s__Hungatella_hathewayi	2.2056433408
PWY-7013: (S)-propane-1,2-diol degradation	129.5992050913
PWY-7013: (S)-propane-1,2-diol degradation|g__Eubacterium.s__Eubacterium_hallii	54.1756041812
PWY-5838: superpathway of menaquinol-8 biosynthesis I	122.7497544335
FERMENTATION-PWY: mixed acid fermentation	119.3660968808
FERMENTATION-PWY: mixed acid fermentation|unclassified	33.1985541154
CENTFERM-PWY: pyruvate fermentation to butanoate	117.3565447310
PWY-6807: xyloglucan degradation II (exoglucanase)	115.3789684184
PWY-5897: superpathway of menaquinol-11 biosynthesis	112.4054235819
PWY-5898: superpathway of menaquinol-12 biosynthesis	112.4054235819
PWY-5899: superpathway of menaquinol-13 biosynthesis	112.4054235819
GALACTITOLCAT-PWY: galactitol degradation	105.3124902191
GALACTITOLCAT-PWY: galactitol degradation|g__Anaerostipes.s__Anaerostipes_hadrus	71.7685945093
LACTOSECAT-PWY: lactose and galactose degradation I	104.1901304132
LACTOSECAT-PWY: lactose and galactose degradation I|g__Anaerostipes.s__Anaerostipes_hadrus	45.7412167969
DAPLYSINESYN-PWY: L-lysine biosynthesis I	101.8132534166
RUMP-PWY: formaldehyde oxidation I	99.7024088874
PWY0-1479: tRNA processing	98.4509833665
CITRULBIO-PWY: L-citrulline biosynthesis	90.4744251991
CITRULBIO-PWY: L-citrulline biosynthesis|unclassified	17.1103531982
PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis I	88.1445662368
PWY1ZNC-1: assimilatory sulfate reduction IV	87.2339326002
PWY-6859: all-trans-farnesol biosynthesis	82.6514210729
PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance)	77.9739376783
PWY-4984: urea cycle	76.1486768919
PWY-4984: urea cycle|unclassified	14.4411379793
PWY-6549: L-glutamine biosynthesis III	73.5938645951
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis	73.3587439331
PWY-6906: chitin derivatives degradation	72.4348327067
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation	69.5766084929
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation|unclassified	19.6500698802
PWY-6969: TCA cycle V (2-oxoglutarate synthase)	68.7645324611
PWY-6969: TCA cycle V (2-oxoglutarate synthase)|unclassified	12.0324853747
PWY-6895: superpathway of thiamine diphosphate biosynthesis II	66.5344516591
PWY0-1477: ethanolamine utilization	62.0595223986
PWY0-1477: ethanolamine utilization|g__Blautia.s__Blautia_obeum	30.8689816050
PWY-7234: inosine-5'-phosphate biosynthesis III	61.3733604892
PWY-7234: inosine-5'-phosphate biosynthesis III|unclassified	54.8059947940
GALACTUROCAT-PWY: D-galacturonate degradation I	60.6843726298
GALACTUROCAT-PWY: D-galacturonate degradation I|unclassified	13.9432021540
PWY-6305: superpathway of putrescine biosynthesis	59.1129976162
PWY-6305: superpathway of putrescine biosynthesis|unclassified	10.3087564157
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	55.9379083600
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Blautia.s__Ruminococcus_torques	46.8215698742
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type	55.9326235669
PWY-5971: palmitate biosynthesis (type II fatty acid synthase)	55.9126572346
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	54.6088581399
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	54.1047495491
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation	53.2239529861
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	52.4269195808
PWY-5690: TCA cycle II (plants and fungi)	52.0281997274
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	51.0392950533
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|unclassified	29.0993790035
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|g__Lachnoclostridium.s__Clostridium_clostridioforme	4.9540701078
PWY-7242: D-fructuronate degradation	50.2444714213
PWY-7242: D-fructuronate degradation|unclassified	31.6224406319
FASYN-ELONG-PWY: fatty acid elongation -- saturated	47.8668221657
PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type	47.7936627832
PWY-6531: mannitol cycle	47.3962096316
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)	45.6416645449
PWY-5837: 2-carboxy-1,4-naphthoquinol biosynthesis	44.8588774155
PWY-6519: 8-amino-7-oxononanoate biosynthesis I	43.9420045985
PWY-7664: oleate biosynthesis IV (anaerobic)	42.4142103213
PWY-6588: pyruvate fermentation to acetone	40.9415049558
PWY-6588: pyruvate fermentation to acetone|unclassified	8.6686032526
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I	37.9072257283
P161-PWY: acetylene degradation (anaerobic)	37.6836593868
PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)	37.1705368272
PWY0-862: (5Z)-dodecenoate biosynthesis I	36.8216355594
PWY-5981: CDP-diacylglycerol biosynthesis III	36.6873508452
PWY-5989: stearate biosynthesis II (bacteria and plants)	36.6842231081
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	36.6319087476
METHGLYUT-PWY: superpathway of methylglyoxal degradation	34.2882631332
GALACTARDEG-PWY: D-galactarate degradation I	34.2316677449
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation	34.2316677449
PWY-7315: dTDP-N-acetylthomosamine biosynthesis	32.1350381584
PWY-7315: dTDP-N-acetylthomosamine biosynthesis|g__Asaccharobacter.s__Asaccharobacter_celatus	14.3991982018
PWY-5913: partial TCA cycle (obligate autotrophs)	30.6280846257
PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)	30.4128836461
PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type	26.6132826485
GLUCARDEG-PWY: D-glucarate degradation I	26.3510535358
PYRIDNUCSAL-PWY: NAD salvage pathway I (PNC VI cycle)	25.2388151477
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis	25.0735392412
PWY-5130: 2-oxobutanoate degradation I	23.2121350948
PWY-5367: petroselinate biosynthesis	21.2385406302
PWY-5367: petroselinate biosynthesis|g__Blautia.s__Ruminococcus_torques	20.4741826282
HEMESYN2-PWY: heme b biosynthesis II (oxygen-independent)	20.8427540865
PWY0-1061: superpathway of L-alanine biosynthesis	19.6687232463
PWY0-1061: superpathway of L-alanine biosynthesis|g__Blautia.s__Ruminococcus_torques	4.7792037882
PWY0-1061: superpathway of L-alanine biosynthesis|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	2.0088338592
PWY3O-4107: NAD salvage pathway V (PNC V cycle)	18.4676015457
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)	17.7001240149
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)|unclassified	15.1184718964
PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome)	12.9931026151
PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome)|g__Coprococcus.s__Coprococcus_catus	10.6191937352
P42-PWY: incomplete reductive TCA cycle	12.5509035790
PWY-6518: bile acids epimerization	12.1533031090
SO4ASSIM-PWY: assimilatory sulfate reduction I	11.2789756226
PWY-5189: tetrapyrrole biosynthesis II (from glycine)	10.8208489609
PWY-5189: tetrapyrrole biosynthesis II (from glycine)|unclassified	10.0505335520
PWY-5677: succinate fermentation to butanoate	10.3052998325
PWY-7434: terminal O-glycans residues modification (via type 2 precursor disaccharide)	4.7644272893
PWY-7434: terminal O-glycans residues modification (via type 2 precursor disaccharide)|unclassified	4.7644272893
