# Pathway	29-7A_Abundance
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis|g__Blautia.s__Ruminococcus_torques	21.5821212929
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis|unclassified	20.9371451131
METH-ACETATE-PWY: methanogenesis from acetate	195.6466791965
METH-ACETATE-PWY: methanogenesis from acetate|g__Blautia.s__Ruminococcus_torques	30.6319199856
METH-ACETATE-PWY: methanogenesis from acetate|g__Blautia.s__Blautia_wexlerae	13.1587854825
METH-ACETATE-PWY: methanogenesis from acetate|g__Blautia.s__Blautia_obeum	5.1684968678
METH-ACETATE-PWY: methanogenesis from acetate|g__Blautia.s__Blautia_sp_CAG_257	3.0190465894
PWY-7761: NAD salvage pathway II (PNC IV cycle)	171.3973593907
P164-PWY: purine nucleobases degradation I (anaerobic)	170.0065274468
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation	159.7031361069
PWY-7356: thiamine diphosphate salvage IV (yeast)	154.6371714683
PWY-7356: thiamine diphosphate salvage IV (yeast)|unclassified	19.4895127449
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)	152.3844758247
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)|g__Blautia.s__Ruminococcus_torques	51.7657941460
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)|unclassified	24.7430724503
PWY-5838: superpathway of menaquinol-8 biosynthesis I	146.8573618904
FUCCAT-PWY: fucose degradation	138.2369385551
FUCCAT-PWY: fucose degradation|g__Blautia.s__Ruminococcus_torques	39.3641011153
PWY-6895: superpathway of thiamine diphosphate biosynthesis II	131.5722928829
PWY-5897: superpathway of menaquinol-11 biosynthesis	130.0948330256
PWY-5898: superpathway of menaquinol-12 biosynthesis	130.0948330256
PWY-5899: superpathway of menaquinol-13 biosynthesis	130.0948330256
PWY-5497: purine nucleobases degradation II (anaerobic)	130.0711599424
PWY-6353: purine nucleotides degradation II (aerobic)	130.0346766583
PWY-702: L-methionine biosynthesis II	117.7283760757
PWY-702: L-methionine biosynthesis II|g__Blautia.s__Ruminococcus_torques	24.3864297411
PWY-702: L-methionine biosynthesis II|unclassified	10.9359334992
PWY-6531: mannitol cycle	114.2272429794
PWY66-409: superpathway of purine nucleotide salvage	105.8339583691
PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis I	101.7119269009
FERMENTATION-PWY: mixed acid fermentation	95.3649631843
FERMENTATION-PWY: mixed acid fermentation|unclassified	39.3187189036
PWY-6906: chitin derivatives degradation	91.2175278857
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	90.2187578339
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	38.8183391879
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|unclassified	28.2592022094
PWY0-1479: tRNA processing	88.6764466034
PWY-5005: biotin biosynthesis II	83.5628226946
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation	77.2336380390
PWY-6606: guanosine nucleotides degradation II	69.3440662969
SALVADEHYPOX-PWY: adenosine nucleotides degradation II	68.1002624633
SALVADEHYPOX-PWY: adenosine nucleotides degradation II|unclassified	38.9739274772
SALVADEHYPOX-PWY: adenosine nucleotides degradation II|g__Anaerostipes.s__Anaerostipes_hadrus	9.1575531777
PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)	64.9385169459
LACTOSECAT-PWY: lactose and galactose degradation I	64.7359018885
PWY-6969: TCA cycle V (2-oxoglutarate synthase)	63.7980071520
PWY-6969: TCA cycle V (2-oxoglutarate synthase)|unclassified	12.6609948213
CENTFERM-PWY: pyruvate fermentation to butanoate	61.5727714540
PWY-8131: 5'-deoxyadenosine degradation II	59.2552399209
PWY-7992: superpathway of menaquinol-8 biosynthesis III	54.7962904922
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)	48.1579718545
PWY1ZNC-1: assimilatory sulfate reduction IV	47.3023054387
PWY-1861: formaldehyde assimilation II (assimilatory RuMP Cycle)	46.6812662641
PWY-5837: 2-carboxy-1,4-naphthoquinol biosynthesis	45.9647035607
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)	43.9435246700
PWY-7234: inosine-5'-phosphate biosynthesis III	42.5011185312
PWY-7234: inosine-5'-phosphate biosynthesis III|unclassified	39.7479222059
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis	41.6100693036
PWY-6415: L-ascorbate biosynthesis V (euglena, D-galacturonate pathway)	40.1807510862
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate	39.9119310369
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|unclassified	22.8205490115
PWY-6549: L-glutamine biosynthesis III	39.2387722226
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	38.4338262989
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Blautia.s__Ruminococcus_torques	20.8954182624
P42-PWY: incomplete reductive TCA cycle	38.2565026050
GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol	38.1662827817
GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol|g__Anaerostipes.s__Anaerostipes_hadrus	6.1526031481
GLUDEG-I-PWY: GABA shunt	36.9670167591
PWY-5022: 4-aminobutanoate degradation V	36.9486153915
PWY-5676: acetyl-CoA fermentation to butanoate II	34.8555938225
HEMESYN2-PWY: heme b biosynthesis II (oxygen-independent)	32.5058193893
HEMESYN2-PWY: heme b biosynthesis II (oxygen-independent)|g__Parasutterella.s__Parasutterella_excrementihominis	8.6008170789
PWY-5690: TCA cycle II (plants and fungi)	29.1555072892
DAPLYSINESYN-PWY: L-lysine biosynthesis I	29.0719403994
PWY-4041: &gamma;-glutamyl cycle	28.5739874420
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)	27.8533217774
PWY-7013: (S)-propane-1,2-diol degradation	27.1684661233
PWY-7013: (S)-propane-1,2-diol degradation|g__Eubacterium.s__Eubacterium_hallii	13.4608314083
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type	25.9143764866
PWY-7315: dTDP-N-acetylthomosamine biosynthesis	23.9208291615
PWY-7315: dTDP-N-acetylthomosamine biosynthesis|unclassified	22.8745937609
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	23.4769233969
PWY-7883: anhydromuropeptides recycling II	22.4650481495
P161-PWY: acetylene degradation (anaerobic)	22.2441383995
PWY0-1477: ethanolamine utilization	22.2441383995
PWY0-1477: ethanolamine utilization|unclassified	7.4991852991
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	22.1435712318
PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type	21.5679105502
PWY-5367: petroselinate biosynthesis	21.2973556903
PWY-5367: petroselinate biosynthesis|g__Blautia.s__Ruminococcus_torques	19.0551468653
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I	21.2127319712
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II	21.0914165362
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II|unclassified	21.0914165362
GALACTITOLCAT-PWY: galactitol degradation	20.7475393644
GALACTITOLCAT-PWY: galactitol degradation|g__Anaerostipes.s__Anaerostipes_hadrus	11.7529945259
METHGLYUT-PWY: superpathway of methylglyoxal degradation	18.0444193252
PWY-5913: partial TCA cycle (obligate autotrophs)	14.8355979671
PWY-5189: tetrapyrrole biosynthesis II (from glycine)	11.8931823714
PWY-5189: tetrapyrrole biosynthesis II (from glycine)|unclassified	7.8586209020
