species,1-MDcol002-5-2.report,11-MDCol002-label-12-on-bottle.report,14-MDCOL003-Stool-1B-Baseline-BSB-2-4-1-4.report,15-MDcol004-3-1-pretreat.report,17-MDCOL006-3-1A.report,19-MDCOL006-3-2A.report,21-MDCOL006-2-pre-chemo-A.report,23-MDcol033-1A.report,25-MDcol036-1A.report,27-MDcol025-1B.report,28-7A-1-1.report,29-7A.report,3-MDcol002-5-1.report,30-8B.report,31-8B.report,33-6-2.report,36-40-1B.report,38-S-Swanson.report,40-MDCol002-7-43.report,42-51-1B.report,45-MDCOL005-1B.report,46-MDCOL015-1a.report,48-MDCOL039-1a.report,5-MDCOL055-Stool-1A-Baseline-BSB-2-4-1-2.report,50-MDCOL027-1a.report,52-MDCOL021-1b.report,54-MDCOL028-1b.report,60-MDcol006-4-1A.report,63-MDcol003-3-2.report,65-MDCOL003-Post-Chemo-Collection-Cycle-1-A.report,66-MDCOL004-1A.report,68-MDCOL003-3-1-Before-Chemo-2-3A.report,7-MDCOL058-Stool-1A-Baseline-BSB-2-4-1-3.report,70-MDCOL004-3-2-Post-Chemo-A.report,72-MDCOL003-4-1-4A-Before-Chemo-6.report,75-MDCOL053-1-1-1-Unknown.report,9-MDCOL062-Stool-1A-Baseline-BSB-2-4-1-3.report
Corynebacterium_glucuronolyticum,,2.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,
Corynebacterium_humireducens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
Corynebacterium_ihumii,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corynebacterium_kefirresidentii,,5.0,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,
Corynebacterium_kroppenstedtii,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
Corynebacterium_kutscheri,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,
Corynebacterium_maris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
Corynebacterium_matruchotii,,,11.0,,,1.0,,,,1.0,,,,,,,,,,,,,3.0,,1.0,2.0,,,,,,1.0,,,,6.0,1.0
Corynebacterium_nuruki,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
Corynebacterium_propinquum,,,,,,,,,,,,,,,,,,,,,,,2.0,,,55.0,,,,,,,,,,,
Corynebacterium_pseudodiphtheriticum,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,
Corynebacterium_pseudokroppenstedtii,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,3.0,,,,,,,,,,
Corynebacterium_pseudotuberculosis,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
Corynebacterium_pyruviciproducens,,,,,1.0,4.0,5.0,,,,,,,,,,,,,,,184.0,8.0,,1.0,,,,,,,,,,,19.0,13.0
Corynebacterium_segmentosum,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,
Corynebacterium_simulans,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
Corynebacterium_sp._NML98-0116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,
Corynebacterium_striatum,,,,,,,,253.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
Corynebacterium_tuberculostearicum,,3.0,2.0,2.0,,,,,,,,,,,1.0,,,,2.0,,,,,,,181.0,,7.0,,1.0,,,,,6.0,11.0,
Corynebacterium_variabile,,,,,,1.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
Corynebacterium_vitaeruminis,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
Corynebacterium_xerosis,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,
Crassaminicella_profunda,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crassaminicella_thermophila,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crateriforma_conspicua,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croceibacterium_atlanticum,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
Cronobacter_dublinensis,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
Cronobacter_sakazakii,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,5.0,,3.0,,,,,,,,
Crossiella_sp._CA-258035,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cruoricaptor_ignavus,15.0,,,9.0,,,1.0,,,,149.0,119.0,271.0,6.0,29.0,26.0,,,,,22.0,,,20.0,,,,,,,8.0,,,,,,
Cryobacterium_sp.,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Cryptobacterium_curtum,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,2.0,2.0,,,1.0,4.0,,3.0,,,,1.0,2.0
Culoivirus_americanus,,,,,,,,,,,,,,,,,,,,,4.0,,,,281.0,,,,,,,,,,,,52.0
Culoivirus_faecalis,,,,,,,,343.0,,,,,,,,,,,,,,,,,109.0,,,,,,,,,,,,15.0
Culoivirus_intestinalis,,,,21.0,,,,375.0,,,,,,,,,,,,,8.0,,,,62.0,,,,,,,,,,,2.0,36.0
Cupriavidus_basilensis,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curtobacterium_sp._458,,,,,41.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
Curtobacterium_sp._9128,,,,,18.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curtobacterium_sp._C1,,,,,164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curtobacterium_sp._MCLR17_032,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curtobacterium_sp._MCPF17_002,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curtobacterium_sp._MCSS17_007,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cutibacterium_acnes,11.0,8.0,10.0,19.0,18.0,26.0,30.0,8.0,23.0,17.0,1.0,5.0,18.0,,1.0,,18.0,12.0,13.0,15.0,16.0,15.0,24.0,14.0,6.0,18.0,10.0,12.0,4.0,2.0,,13.0,11.0,,5.0,8.0,5.0
Cutibacterium_avidum,,,,,,1.0,10.0,,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,3.0,,,,1.0,
Cutibacterium_equinum,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cutibacterium_granulosum,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,1.0,,1.0,,1.0,,,,,,,
Cutibacterium_modestum,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0
Cytobacillus_kochii,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,
Cytobacillus_pseudoceanisediminis,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,
Dabirmavirus_hominis,,,,,,,,747.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Defluviitalea_saccharophila,4.0,5.0,,1.0,3.0,,39.0,,,,1.0,,4.0,1.0,5.0,3.0,2.0,5.0,5.0,3.0,,,2.0,1.0,21.0,1.0,,,,,,,3.0,,,,2.0
Dehalobacter_restrictus,,,,,,,6.0,,1.0,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,
Dehalobacter_sp._DCM,1.0,2.0,,,,,,,,,1.0,,,2.0,1.0,10.0,,7.0,4.0,,,,5.0,3.0,49.0,,,1.0,,3.0,,2.0,1.0,,,,2.0
Dehalobacter_sp._TBBPA1,,,,,,,11.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,
Dehalobacterium_formicoaceticum,,,,,,,4575.0,,,,,,,,,,,1.0,,,,5.0,1.0,,9.0,,,5.0,,,,,,,,,
Dehalococcoides_mccartyi,10.0,3.0,1.0,1.0,4.0,2.0,20.0,,,,4.0,,,,12.0,11.0,,8.0,5.0,,,14.0,,,62.0,2.0,,3.0,,,,2.0,,,,4.0,
Delmidovirus_copri,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,
Delmidovirus_intestinihominis,,,,,,,,,,,,,,,,,,,,,,,382.0,,,,,,,,,,,,,,
Delmidovirus_splanchnicus,,,,,,,,,43.0,,,,,,,,,,,,,,3439.0,,,,,,,,,,,,,,
Denitrobacterium_detoxificans,,,,,,3.0,2.0,10.0,,1.0,,,,,4.0,1.0,,,,,,,,,,,,,,,,,,,3.0,9.0,1.0
Dermabacter_hominis,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dermabacter_vaginalis,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
Desemzia_incerta,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desulfitobacterium_dichloroeliminans,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
Desulfitobacterium_hafniense,,,,,,,43.0,,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,
Desulfobacter_postgatei,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
Desulfobacula_toluolica,,,,,,,,,,,,,,,,,,43.0,,,,,,,,,,,,,,,,,,,
Desulfobulbus_oralis,,,,5.0,,,,,,,,1.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,4.0
Desulfococcus_multivorans,,,,,,,,,,,8.0,3.0,18.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0
Desulfofundulus_kuznetsovii,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
Desulfomicrobium_baculatum,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desulfomicrobium_orale,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desulfonema_magnum,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desulforamulus_ferrireducens,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desulforamulus_ruminis,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
Desulforapulum_autotrophicum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Desulfosarcina_widdelii,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
Desulfoscipio_gibsoniae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
Desulfoscipio_sp._XC116,2.0,,1.0,,,,,,3.0,,,,2.0,,1.0,,1.0,,3.0,2.0,,,,,,,,,,,,,,,,,
Desulfosporosinus_acidiphilus,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
Desulfosporosinus_youngiae,,,,,1.0,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desulfosudis_oleivorans,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
Desulfovibrio_desulfuricans,94.0,8.0,3.0,180.0,2.0,,,32.0,,23.0,6603.0,5017.0,19967.0,2637.0,9456.0,4086.0,12.0,,,,,42.0,746.0,8.0,39.0,,,11.0,1.0,,6.0,,4.0,,4.0,,3.0
Desulfovibrio_fairfieldensis,9.0,26.0,,15273.0,,,,12.0,,4.0,12.0,3.0,6.0,3.0,2.0,2.0,18.0,,3.0,1.0,,10.0,1.0,6.0,9.0,,,3.0,,,841.0,,,72.0,6.0,1.0,5.0
Desulfovibrio_ferrophilus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
Desulfovibrio_mangrovi,,2.0,,,,,,,,6.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
Desulfovibrio_piger,93.0,234.0,,561.0,13.0,15.0,2.0,234.0,,244.0,34.0,19.0,45.0,14.0,8.0,4.0,380.0,,13.0,78.0,,,64.0,175.0,178.0,,,711.0,,,33.0,,50.0,6.0,416.0,21145.0,16772.0
Desulfovibrio_sp._86,,,,,,,,,,,,,,,,,,,,,,1137.0,,,,,,,,,,,,,,,
Desulfovibrio_sp._G11,7.0,,,946.0,,1.0,,47.0,,,42.0,28.0,89.0,26.0,43.0,34.0,,,,,,6026.0,2.0,,,,,,,,78.0,,,,31.0,,5.0
Desulfuromonas_thiophila,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Devosia_ginsengisoli,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
Devosia_lacusdianchii,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,
Devriesea_agamarum,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Dialister_hominis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,
Dialister_pneumosintes,,,,,2.0,,,,,,,,,2.0,,,5.0,8.0,25.0,,,2.0,,,,,,,,,1.0,,,,2095.0,2.0,
Dialister_succinatiphilus,613.0,983.0,188.0,165.0,382.0,312.0,91.0,,,715.0,757.0,367.0,974.0,216.0,1617.0,1281.0,1134.0,948.0,1458.0,47.0,77.0,,,223.0,20.0,,,100.0,,353.0,21.0,184.0,310.0,4.0,46.0,,
Diaphorobacter_aerolatus,,,,,,,,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dichelobacter_nodosus,,,,,,,,,,,5.0,1.0,14.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
Dickeya_dianthicola,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dickeya_fangzhongdai,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
Dickeya_solani,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,6.0,,,,,,,,,,
Dickeya_zeae,,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
Dokdonella_koreensis,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolichospermum_sp._UHCC_0315A,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
Dolosigranulum_pigrum,,,,,2.0,,,,,,1.0,,,,,,,,,,,,1.0,,,20.0,,,,,1.0,,,,,,1.0
Dolosigranulum_savutiense,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dorea_formicigenerans,566.0,974.0,784.0,17037.0,863.0,197.0,39691.0,752.0,915.0,21360.0,838.0,434.0,920.0,262.0,1444.0,1215.0,1237.0,1939.0,1948.0,531.0,11525.0,357.0,52776.0,401.0,11486.0,1369.0,70.0,1799.0,14.0,735.0,732.0,656.0,414.0,205.0,1029.0,34477.0,10475.0
Dorea_longicatena,2518.0,2213.0,3365.0,36873.0,165.0,518.0,482.0,142970.0,6965.0,71650.0,105639.0,53937.0,7962.0,48363.0,289403.0,164870.0,2597.0,9471.0,9593.0,1784.0,6530.0,2907.0,145024.0,1147.0,72831.0,2164.0,8533.0,4371.0,139.0,3850.0,862.0,1575.0,911.0,183.0,4650.0,48233.0,49743.0
Drivevirus_gastrointestinalis,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,
Duncaniella_dubosii,448.0,152.0,,5.0,,,,250.0,,422.0,1044.0,942.0,816.0,512.0,440.0,198.0,352.0,,,308.0,,,166.0,275.0,6.0,6.0,,,,,1.0,,36.0,,108.0,1.0,27.0
Duodenibacillus_massiliensis,,,,27.0,,,,48.0,24.0,,,,,,,,,,,,,,,,21.0,,,,,,5.0,,,3.0,,2.0,92.0
Dyadobacter_sp._NIV53,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dysgonomonas_capnocytophagoides,,,,,,2.0,,,,,,,,,,,,,,,,3880.0,,,,,,,,,,,,,,,
Dysgonomonas_sp._HDW5A,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,
Dysgonomonas_sp._HDW5B,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
Dysosmobacter_welbionis,12204.0,16659.0,525.0,31602.0,94.0,327.0,176.0,3701.0,8800.0,9386.0,11767.0,7639.0,13157.0,8876.0,13252.0,10310.0,16496.0,14437.0,15721.0,6887.0,1684.0,19782.0,15852.0,4958.0,24949.0,1592.0,615.0,3593.0,20.0,1000.0,2608.0,913.0,4601.0,334.0,541.0,17804.0,23701.0
Edwardsiella_anguillarum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
Edwardsiella_piscicida,,,3.0,,,,10.0,,,,,,,,,,,,,,,,,,,,6.0,,11.0,2.0,,2.0,,,,,
Edwardsiella_tarda,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,5.0,,,,,,,,
Effusibacillus_dendaii,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Eggerthella_guodeyinii,100.0,244.0,,30.0,4586.0,15061.0,131.0,33.0,,15.0,88.0,45.0,150.0,25.0,195.0,175.0,106.0,23.0,44.0,15.0,78.0,3.0,8.0,85.0,15.0,16.0,,36.0,,,4.0,,82.0,,194.0,6.0,24.0
Eggerthella_lenta,22452.0,47506.0,15.0,4823.0,495276.0,1623097.0,11687.0,3349.0,3191.0,2503.0,20798.0,10650.0,36984.0,5959.0,42957.0,40470.0,25802.0,11916.0,38057.0,5291.0,26825.0,515.0,1473.0,15215.0,2560.0,23518.0,71.0,3426.0,16.0,12.0,417.0,9.0,14671.0,165.0,859.0,1418.0,4696.0
Eggerthella_sp._YY7918,2.0,10.0,46.0,63.0,125.0,323.0,181.0,7.0,,98.0,10.0,7.0,14.0,4.0,33.0,21.0,14.0,1.0,,,112.0,33.0,185.0,4.0,30.0,26.0,2.0,20.0,1.0,44.0,3.0,35.0,4.0,4.0,273.0,1488.0,35.0
Eikenella_corrodens,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,19.0,,,,,,
Emergencia_sp._JLR.KK010,45.0,77.0,2053.0,80.0,15.0,31.0,24.0,7.0,8.0,12.0,34.0,17.0,56.0,21.0,36.0,39.0,92.0,37.0,46.0,44.0,6.0,54.0,58.0,42.0,91.0,25.0,198.0,51.0,5.0,1260.0,,670.0,21.0,,157.0,32.0,117.0
Emergencia_timonensis,411.0,354.0,1.0,184.0,10.0,67.0,12.0,1611.0,32869.0,254.0,365.0,245.0,2151.0,110.0,548.0,427.0,4914.0,481.0,21791.0,2103.0,38.0,182839.0,3827.0,501.0,596.0,34.0,53.0,46.0,1.0,5.0,5.0,4.0,747.0,,28.0,6394.0,100.0
Enhydrobacter_sp.,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enorma_phocaeensis,,,,1.0,,,,154.0,67.0,22.0,,,,,,,,,,,12.0,1.0,17.0,,1785.0,2087.0,,,1.0,,,,,,1.0,24.0,19.0
Enterobacter_asburiae,,,172.0,,,,8.0,,4.0,,,,,,,,7.0,,,54.0,71711.0,3.0,,,7.0,12.0,6165.0,,57.0,23.0,,58.0,,,,,
Enterobacter_bugandensis,,,1.0,,,1.0,,,1.0,,,,,,2.0,,,,,,6.0,,,,,,967.0,,6.0,,,2.0,,,,,
Enterobacter_cancerogenus,,,,,,,,,,,,,,,,,,,,2.0,1.0,,29.0,,23.0,,95.0,,,,,,,,,,
Enterobacter_chengduensis,,,,,,,,,,,,,,,,,,,,,4.0,,,,8.0,,11.0,,1.0,,,,,,,,
Enterobacter_chuandaensis,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,36.0,,2.0,,,1.0,,,,,
Enterobacter_cloacae,,,12.0,,3.0,,9.0,,1.0,,,,,,,,,,,1.0,177.0,,,,60.0,10.0,1242.0,,1169.0,2.0,,14.0,,,,,
Enterobacter_cloacae_complex_sp.,,,,,,,,,,,,,,,,,,,,,13.0,,,,,1.0,4.0,,,,,,,,,,
Enterobacter_cloacae_complex_sp._ECL405,,,,,,,,,,,,,,,,,,,,,,,,,,,1241.0,,,,,,,,,,
Enterobacter_cloacae_complex_sp._ECL414,,,,,,,,,,,,,,,,,,,,,139.0,,,,,,564.0,,,,,,,,,,
Enterobacter_cloacae_complex_sp._ECNIH7,,,,,,,,,,,,,,,,,,,,,58.0,,,,,,26.0,,,,,,,,,,
Enterobacter_cloacae_complex_sp._FDA-CDC-AR_0132,,,,,,,,,,,,,,,,,,,,,,,,,78.0,,55.0,,,,,,,,,,
Enterobacter_cloacae_complex_sp._FDA-CDC-AR_0164,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,7747.0,,,,,,,,,,
Enterobacter_cloacae_complex_sp._Mu1197,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,442.0,,,,,,,,,,
Enterobacter_cloacae_complex_sp._R_G8,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,
Enterobacter_hormaechei,,37.0,141.0,1067.0,29.0,,309.0,,,,,,,,,,33.0,,30.0,7107.0,981.0,2.0,32.0,67.0,1755.0,521.0,124573.0,,614.0,213.0,,213.0,,,,14.0,
Enterobacter_huaxiensis,,,1.0,,,,,,,,,,,,,,,,,,2.0,,3.0,,,,10.0,,18.0,,,3.0,,,,,
Enterobacter_kobei,,,4.0,5.0,,,,,,,,,,,,,,,,,14514.0,,14.0,,13.0,5.0,3991.0,,104.0,2.0,,6.0,,,,,
Enterobacter_ludwigii,,,12.0,,1.0,1.0,17.0,1.0,,,,,,,,,,,,,146.0,,5.0,,5269.0,4.0,11048.0,,53.0,2.0,,14.0,,,1.0,,
Enterobacter_mori,,,4.0,,1.0,,,,,,,,,,,,,,,,2.0,,69.0,,,,2343.0,,2.0,3.0,,8.0,,,,,
Enterobacter_oligotrophicus,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,1.0,,,,,,,,
Enterobacter_pasteurii,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,5.0,,,,,,,,
Enterobacter_pseudoroggenkampii,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,682.0,,,,,,,,,,
Enterobacter_quasiroggenkampii,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,197.0,,,,,,,,,,
Enterobacter_roggenkampii,,1.0,119.0,5.0,4.0,1.0,130.0,,,,7.0,6.0,2.0,5.0,3.0,7.0,,23.0,,,1139.0,4.0,40.0,,5.0,9.0,692710.0,,45.0,33.0,,68.0,,,,59.0,
Enterobacter_sichuanensis,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,32.0,,2.0,,,,,,,,
Enterobacter_soli,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,
Enterobacter_sp._18A13,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,
Enterobacter_sp._A103,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,
Enterobacter_sp._BIDMC_29,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,131.0,,,,,,,,,,
Enterobacter_sp._CRENT-193,,,,,,,,,,,,,,,,,,,,,,,,,,,4484.0,,,,,,,,,,
Enterobacter_sp._Crenshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,,,,,,,,,,
Enterobacter_sp._D2,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
Enterobacter_sp._DNB-S2,,,,,,,,,,,,,,,,,,,,,41.0,,14.0,,,,106.0,,,,,,,,,,
Enterobacter_sp._DTU_2021_1002640_1_SI_PRY_ASU_LCPMC_013,,,,,,,6.0,,,,,,,,,,,,,5.0,5.0,,,,,,4.0,,,,,,,,,,
Enterobacter_sp._E20,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,22.0,,,,,,,,,,
Enterobacter_sp._HK169,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,
Enterobacter_sp._HNDS-6,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,12.0,,,,,,,,,,
Enterobacter_sp._JBIWA003,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,1.0,,,,,,,,
Enterobacter_sp._JBIWA005,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,5.0,,,,,,,,,,
Enterobacter_sp._JBIWA008,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
Enterobacter_sp._JJBC,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0,,,,,,,,,,
Enterobacter_sp._JUb54,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,1.0,,,,,,,,,,
Enterobacter_sp._N18-03635,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,,,,,,,,,,
Enterobacter_sp._ODB01,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,1214.0,,,,,,,,,,
Enterobacter_sp._RHBSTW-00422,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enterobacter_sp._RHBSTW-00593,,,,,,,,,,,,,,,,,,,,,,,,,,,3045.0,,,,,,,,,,
Enterobacter_sp._RHBSTW-00975,,,,,,,,,,,,,,,,,,,,,,,,,51.0,,45.0,,,,,,,,,,
Enterobacter_sp._RHBSTW-00994,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,3.0,,,,,,,,,,
Enterobacter_sp._S-33,,,,,,,,,,,,,,,,,,,,,,,,,,,248.0,,,,,,,,,,
Enterobacter_sp._SES19,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,7.0,,1.0,,,,,,,,
Enterobacter_sp._SGAir0187,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,,,,,,,,,,
Enterobacter_sp._T2,,2.0,4.0,,81.0,,2.0,,,,,,,,,,,,,,1077.0,,,,,,174.0,,5.0,4.0,,6.0,,,,,
Enterobacter_wuhouensis,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,1.0,,
Enterobacteria_phage_mEp390,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,
Enterocloster_asparagiformis,5136.0,9387.0,733.0,23977.0,147.0,2147.0,5088.0,3702.0,9518.0,814.0,3703.0,2468.0,10062.0,1190.0,3442.0,5158.0,6507.0,16888.0,15993.0,5634.0,156.0,2425.0,3688.0,7028.0,991.0,182.0,1702.0,9829.0,17.0,246.0,1952.0,350.0,2509.0,248.0,109.0,2468.0,6434.0
Enterocloster_bolteae,15666.0,18085.0,126724.0,4215.0,1424.0,37145.0,4084.0,52877.0,122906.0,4838.0,16132.0,10029.0,30592.0,7348.0,36704.0,15294.0,42383.0,48675.0,26038.0,59142.0,2792.0,5580.0,3956.0,8663.0,1022.0,9244.0,31611.0,46290.0,16.0,80697.0,613.0,54109.0,4680.0,116.0,29946.0,2403.0,4766.0
Enterocloster_clostridioformis,19445.0,24182.0,1497446.0,1733.0,210.0,1523.0,447.0,10485.0,91004.0,423.0,9670.0,5705.0,67179.0,3877.0,22343.0,18570.0,67155.0,120177.0,103382.0,80240.0,1842.0,24539.0,629.0,29239.0,1238.0,545.0,70608.0,2588.0,46.0,1055022.0,116.0,714642.0,12092.0,23.0,274594.0,297.0,487.0
Enterococcus_avium,,,18.0,,35114.0,50886.0,59.0,,,1.0,1.0,,,,1.0,,,1.0,,9.0,,9.0,5.0,,,,,,,28.0,4.0,18.0,,,,,
